FECHA;CUENTA;CONCEPTO;IMPORTE;DESCRIPCIÓN
01/07/2025;"TradeRepublic";"Vestir";-20,25;"ZAPATILLAS Y VARIOS"
01/07/2025;"Myinvestor";"Comunidad";-60,00;"CASA"
01/07/2025;"Naranja";"Intereses";0,03;"INTERESES"
01/07/2025;"Myinvestor";"Alquiler";800,00;"JULIO"
01/07/2025;"TradeRepublic";"Intereses";1,94;"INTERESES"
01/07/2025;"Tarjeta";"Lotería";-4,00;"EUROJACKPOT"
02/07/2025;"Myinvestor";TRASPASO;-500,00;"Traspaso"
02/07/2025;"MyinvestorFondo";TRASPASO;500,00;"Traspaso"
02/07/2025;"TradeRepublic";TRASPASO;-660,00;"Traspaso"
02/07/2025;"TradeRepublicFondo";TRASPASO;660,00;"Traspaso"
02/07/2025;"Santander";"Comunes";-25,70;"Junio"
02/07/2025;"TradeRepublic";"Ocio";-1,30;"Almuerzo"
03/07/2025;"TradeRepublic";"Ocio";-1,30;"Almuerzo"
03/07/2025;"TradeRepublic";"Otros gastos";-20,68;"Chorraditas varias"
03/07/2025;"TradeRepublic";"Intereses";0,02;"Intereses Nvidia"
04/07/2025;"TradeRepublic";"Comida";-81,94;"Mercadona"
04/07/2025;"TradeRepublic";"Ocio";-1,30;"Almuerzo"
07/07/2025;"Myinvestor";"Comunidad";-35,00;"Garaje"
07/07/2025;"TradeRepublic";"Ocio";-1,30;"Almuerzo"
07/07/2025;"Santander";"Impuestos";-215,90;"Ibi Urbana casa"
07/07/2025;"Myinvestor";"Seguros";-110,94;"Seguro piso"
07/07/2025;"Myinvestor";"Intereses";0,99;"Intereses"
07/07/2025;"Tarjeta";TRASPASO;-600,00;"Traspaso"
07/07/2025;"Civislend";TRASPASO;600,00;"Traspaso"
07/07/2025;"Bbva";TRASPASO;-100,00;"Traspaso"
07/07/2025;"IndexaCapitalPensión";TRASPASO;100,00;"Traspaso"
08/07/2025;"TradeRepublic";"Intereses";36,26;"Intereses Etf"
08/07/2025;"N26";TRASPASO;-2006,59;"Traspaso"
08/07/2025;"Sabadell";TRASPASO;2006,59;"Traspaso"
08/07/2025;"TradeRepublic";"Ocio";-1,30;"Almuerzo"
08/07/2025;"TradeRepublic";"Lotería";-4,00;"EUROJACKPOT"
08/07/2025;"Santander";"Otros gastos";-54,95;"Teléfono"
08/07/2025;"TradeRepublic";"Ocio";-23,00;"Comida trabajo"
09/07/2025;"TradeRepublic";"Intereses";41,08;"Intereses Etf"
09/07/2025;"TradeRepublic";"Ocio";-1,30;"ALMUERZO"
09/07/2025;"TradeRepublic";"Deporte";-7,50;"Pádel"
10/07/2025;"TradeRepublic";"Intereses";0,91;"DIVIDENDO TSMC"
10/07/2025;"Myinvestor";TRASPASO;-100,00;"TRASPASO"
10/07/2025;"MyinvestorFondo";TRASPASO;100,00;"TRASPASO"
10/07/2025;"TradeRepublic";"Vestir";-21,06;"VESTIR"
10/07/2025;"TradeRepublic";"Ocio";-1,30;"ALMUERZO"
11/07/2025;"TradeRepublic";"Medicamentos";-1,43;"Besitrans y Afloyan"
11/07/2025;"TradeRepublic";"Vestir";-20,36;"VESTIR"
11/07/2025;"TradeRepublic";"Comida";-71,76;"Mercadona"
12/07/2025;"Sabadell";TRASPASO;-1606,59;"Traspaso"
12/07/2025;"Myinvestor";TRASPASO;1606,59;"Traspaso"
12/07/2025;"Bbva";TRASPASO;-96,55;"Traspaso"
12/07/2025;"Santander";TRASPASO;96,55;"Traspaso"
12/07/2025;"TradeRepublic";"Deporte";-6,00;"Pádel"
14/07/2025;"Sabadell";"Intereses";1,33;"Intereses"
14/07/2025;"TradeRepublic";"Ocio";-1,30;"ALMUERZO"
14/07/2025;"TradeRepublic";"Deporte";-7,50;"Pádel"
15/07/2025;"TradeRepublic";"Intereses";32,83;"Intereses Etf"
15/07/2025;"TradeRepublic";"Ocio";-1,30;"ALMUERZO"
15/07/2025;"TradeRepublic";"Lotería";-4,00;"EUROJACKPOT"
15/07/2025;"TradeRepublic";"Vestir";-20,27;"VESTIR"
15/07/2025;"TradeRepublic";"Combustible";-67,35;"Gasolina"
16/07/2025;"Tarjeta";TRASPASO;-600,00;"Traspaso"
16/07/2025;"Civislend";TRASPASO;600,00;"Traspaso"
16/07/2025;"TradeRepublic";"Ocio";-1,30;"ALMUERZO"
17/07/2025;"Myinvestor";"Ocio";-1,30;"ALMUERZO"
17/07/2025;"Civislend";TRASPASO;-600,00;"Traspaso"
17/07/2025;"Sabadell";TRASPASO;600,00;"Traspaso"
17/07/2025;"Myinvestor";"Deporte";-7,50;"Pádel"
17/07/2025;"Myinvestor";TRASPASO;-125,00;"TRASPASO"
17/07/2025;"MyinvestorPensión";TRASPASO;125,00;"TRASPASO"
18/07/2025;"Tarjeta";TRASPASO;-600,00;"Traspaso"
18/07/2025;"Urbanitae";TRASPASO;600,00;"Traspaso"
18/07/2025;"Myinvestor";"Ocio";-1,30;"ALMUERZO"
18/07/2025;"N26";"Medicamentos";-80,00;"PSICÓLOGA"
19/07/2025;"Myinvestor";"Comida";-125,30;"Carrefour"
20/07/2025;"Myinvestor";"Deporte";-6,00;"Pádel"
21/07/2025;"N26";TRASPASO;-700,00;"TRASPASO"
21/07/2025;"IndexaCapitalFondo";TRASPASO;700,00;"TRASPASO"
21/07/2025;"Myinvestor";"Luz";-5,05;"Casa"
21/07/2025;"Sabadell";TRASPASO;-601,33;"Traspaso"
21/07/2025;"Myinvestor";TRASPASO;601,33;"Traspaso"
22/07/2025;"Myinvestor";"Ocio";-1,30;"Almuerzo"
22/07/2025;"Tarjeta";"Otros gastos";-20,00;"Derechos Examen A2"
22/07/2025;"Myinvestor";"Lotería";-4,00;"Eurojackpot"
23/07/2025;"Myinvestor";"Ocio";-1,30;"Almuerzo"
23/07/2025;"Bbva";"Nómina";1973,17;"Nómina"
23/07/2025;"Bbva";TRASPASO;-500,00;"Traspaso"
23/07/2025;"TradeRepublic";TRASPASO;500,00;"Traspaso"
23/07/2025;"Bbva";TRASPASO;-676,62;"Traspaso"
23/07/2025;"Myinvestor";TRASPASO;676,62;"Traspaso"
24/07/2025;"Myinvestor";"Ocio";-1,30;"Almuerzo"
24/07/2025;"Myinvestor";TRASPASO;-100,00;"TRASPASO"
24/07/2025;"MyinvestorFondo";TRASPASO;100,00;"TRASPASO"
25/07/2025;"Myinvestor";"Ocio";-1,30;"Almuerzo"
26/07/2025;"Myinvestor";"Comida";-100,71;"Mercadona"
26/07/2025;"TradeRepublic";TRASPASO;-1036,56;"TRASPASO"
26/07/2025;"Deblock";TRASPASO;1036,56;"TRASPASO"
26/07/2025;"Deblock";"Intereses";10,00;"Bonificación"
26/07/2025;"Myinvestor";"Deporte";-12,00;"Pádel"
27/07/2025;"Bit2me";TRASPASO;-1298,36;"Traspaso"
27/07/2025;"Deblock";TRASPASO;1298,36;"Traspaso"
28/07/2025;"Myinvestor";"Ocio";-1,30;"Almuerzo"
28/07/2025;"Santander";"Lotería";-40,00;"CARGAR LOTOBOLSA"
29/07/2025;"Myinvestor";"Ocio";-1,30;"Almuerzo"
30/07/2025;"TradeRepublic";"Otros ingresos";13,26;"Devolución Temu"
30/07/2025;"TradeRepublicFondo";TRASPASO;-151,24;"United Health Group"
30/07/2025;"TradeRepublic";TRASPASO;151,24;"United Health Group"
30/07/2025;"TradeRepublicFondo";"Intereses";-147,76;"Intereses"
30/07/2025;"TradeRepublicFondo";TRASPASO;-218,00;"Lvmh"
30/07/2025;"TradeRepublic";TRASPASO;218,00;"Lvmh"
30/07/2025;"TradeRepublicFondo";"Intereses";-81,90;"Intereses"
30/07/2025;"TradeRepublicFondo";TRASPASO;-267,54;"Asml"
30/07/2025;"TradeRepublic";TRASPASO;267,54;"Asml"
30/07/2025;"TradeRepublicFondo";"Intereses";-31,46;"Intereses"
30/07/2025;"TradeRepublicFondo";TRASPASO;-270,89;"Berkshire"
30/07/2025;"TradeRepublic";TRASPASO;270,89;"Berkshire"
30/07/2025;"TradeRepublicFondo";"Intereses";-28,11;"Intereses"
30/07/2025;"TradeRepublicFondo";TRASPASO;-284,26;"Tesla"
30/07/2025;"TradeRepublic";TRASPASO;284,26;"Tesla"
30/07/2025;"TradeRepublicFondo";"Intereses";-14,74;"Intereses"
30/07/2025;"TradeRepublicFondo";TRASPASO;-291,97;"Alphabet"
30/07/2025;"TradeRepublic";TRASPASO;291,97;"Alphabet"
30/07/2025;"TradeRepublicFondo";"Intereses";-0,98;"Intereses"
30/07/2025;"TradeRepublicFondo";TRASPASO;-298,02;"Amazon"
30/07/2025;"TradeRepublic";TRASPASO;298,02;"Amazon"
30/07/2025;"TradeRepublicFondo";TRASPASO;-335,98;"Tsmc"
30/07/2025;"TradeRepublic";TRASPASO;335,98;"Tsmc"
30/07/2025;"TradeRepublicFondo";"Intereses";36,98;"Intereses"
30/07/2025;"TradeRepublicFondo";TRASPASO;-345,65;"Microsoft"
30/07/2025;"TradeRepublic";TRASPASO;345,65;"Microsoft"
30/07/2025;"TradeRepublicFondo";"Intereses";46,65;"Intereses"
30/07/2025;"TradeRepublicFondo";TRASPASO;-373,99;"Nvidia"
30/07/2025;"TradeRepublic";TRASPASO;373,99;"Nvidia"
30/07/2025;"TradeRepublicFondo";"Intereses";74,99;"Intereses"
30/07/2025;"TradeRepublicFondo";"Intereses";-7,03;"Intereses"
31/07/2025;"Myinvestor";TRASPASO;-600,00;"Traspaso"
31/07/2025;"Tarjeta";TRASPASO;600,00;"Traspaso"
31/07/2025;"Myinvestor";"Comunidad";-35,88;"Piso"
31/07/2025;"N26Fondo";TRASPASO;-1862,29;"Traspaso"
31/07/2025;"N26";TRASPASO;1862,29;"Traspaso"
31/07/2025;"N26Fondo";"Intereses";152,71;"Intereses"
31/07/2025;"Sabadell";TRASPASO;-604,00;"Traspaso"
31/07/2025;"Tarjeta";TRASPASO;604,00;"Traspaso"
31/07/2025;"Myinvestor";"Ocio";-1,30;"Almuerzo"
31/07/2025;"TradeRepublic";"Intereses";2,24;"Intereses Etf"
01/08/2025;"Myinvestor";"Alquiler";800,00;"Agosto"
01/08/2025;"N26";"Intereses";1,97;"Intereses"
01/08/2025;"Naranja";"Intereses";0,03;"Intereses"
01/08/2025;"Myinvestor";"Comunidad";-100,00;"Casa"
01/08/2025;"Myinvestor";"Ocio";-1,30;"Almuerzo"
01/08/2025;"TradeRepublic";"Intereses";2,55;"Intereses"
02/08/2025;"N26";TRASPASO;-1300,00;"Traspaso"
02/08/2025;"N26Fondo";TRASPASO;1300,00;"Traspaso"
02/08/2025;"TradeRepublic";TRASPASO;-500,00;"Traspaso"
02/08/2025;"Deblock";TRASPASO;500,00;"Traspaso"
02/08/2025;"TradeRepublic";TRASPASO;-500,00;"Traspaso"
02/08/2025;"Bbva";TRASPASO;500,00;"Traspaso"
04/08/2025;"Myinvestor";"Comida";-83,95;"Mercadona"
04/08/2025;"Myinvestor";"Medicamentos";-37,95;"Medicamentos"
04/08/2025;"Myinvestor";"Medicamentos";-2,28;"Tevetens y Afloyan"
04/08/2025;"Myinvestor";"Ocio";-1,30;"Almuerzo"
04/08/2025;"Myinvestor";TRASPASO;-499,44;"Traspaso"
04/08/2025;"Santander";TRASPASO;499,44;"Traspaso"
04/08/2025;"Myinvestor";TRASPASO;-499,44;"Traspaso"
04/08/2025;"Santander";TRASPASO;499,44;"Traspaso"
04/08/2025;"TradeRepublic";TRASPASO;-1800,00;"Traspaso"
04/08/2025;"Kraken";TRASPASO;1800,00;"Traspaso"
04/08/2025;"Bbva";"Rev/Itv";-41,47;"Itv Sandero"
05/08/2025;"Myinvestor";"Ocio";-1,30;"Almuerzo"
05/08/2025;"Santander";"Medicamentos";37,95;"Medicamentos"
05/08/2025;"Santander";TRASPASO;-799,44;"Traspaso"
05/08/2025;"Deblock";TRASPASO;799,44;"Traspaso"
05/08/2025;"Tarjeta";TRASPASO;-600,00;"Traspaso"
05/08/2025;"Civislend";TRASPASO;600,00;"Traspaso"
05/08/2025;"Myinvestor";"Intereses";2,31;"Intereses"
05/08/2025;"Bbva";TRASPASO;-100,00;"Traspaso"
05/08/2025;"IndexaCapitalPensión";TRASPASO;100,00;"Traspaso"
05/08/2025;"Bbva";TRASPASO;-600,00;"Traspaso"
05/08/2025;"Tarjeta";TRASPASO;600,00;"Traspaso"
05/08/2025;"TradeRepublic";"Intereses";0,47;"Dividendo Asml"
06/08/2025;"Myinvestor";"Ocio";-1,30;"Almuerzo"
06/08/2025;"Santander";TRASPASO;-100,00;"Traspaso"
06/08/2025;"Kraken";TRASPASO;100,00;"Traspaso"
06/08/2025;"Bbva";"Intereses";25,00;"CASHBACK"
06/08/2025;"Tarjeta";TRASPASO;-775,00;"Traspaso"
06/08/2025;"Civislend";TRASPASO;775,00;"Traspaso"
06/08/2025;"Myinvestor";"Deporte";-1,75;"Pádel"
07/08/2025;"Myinvestor";"Ocio";-1,30;"Almuerzo"
07/08/2025;"Myinvestor";"Intereses";0,05;"Intereses"
07/08/2025;"Myinvestor";TRASPASO;-100,00;"Traspaso"
07/08/2025;"MyinvestorFondo";TRASPASO;100,00;"Traspaso"
07/08/2025;"Myinvestor";"Deporte";-7,50;"Pádel"
07/08/2025;"TradeRepublic";"Intereses";16,82;"Intereses Etf"
08/08/2025;"Myinvestor";"Ocio";-1,30;"Almuerzo"
08/08/2025;"Santander";"Comunes";-146,00;"Julio"
08/08/2025;"Santander";"Vestir";-17,00;"Vestir"
08/08/2025;"Santander";"Variosvivienda";-16,00;"Sartén tortilla"
08/08/2025;"TradeRepublic";"Intereses";23,90;"Intereses Etf"
08/08/2025;"TradeRepublic";"Intereses";20,39;"Intereses Etf"
09/08/2025;"Myinvestor";"Comida";-117,98;"MERCADONA"
10/08/2025;"Myinvestor";TRASPASO;-663,46;"TRASPASO"
10/08/2025;"Santander";TRASPASO;663,46;"TRASPASO"
10/08/2025;"Santander";"Deporte";-23,46;"Muñequeras y varios"
10/08/2025;"Myinvestor";"Deporte";-12,00;"Pádel"
11/08/2025;"Urbanitae";"Intereses";25,00;"Plan Amigo"
11/08/2025;"Santander";TRASPASO;-600,00;"Traspaso"
11/08/2025;"Kraken";TRASPASO;600,00;"Traspaso"
12/08/2025;"Myinvestor";TRASPASO;-288,00;"Traspaso"
12/08/2025;"MyinvestorFondo";TRASPASO;288,00;"Traspaso"
14/08/2025;"Myinvestor";"Variosvivienda";-29,98;"Tomates cherry"
15/08/2025;"Myinvestor";"Luz";-5,22;"Casa"
15/08/2025;"Myinvestor";"Deporte";-6,00;"Pádel"
16/08/2025;"Myinvestor";"Comida";-110,58;"Mercadona"
17/08/2025;"TradeRepublic";"Combustible";-72,01;"Gasolina"
18/08/2025;"Myinvestor";"Gas";-13,78;"Gas"
18/08/2025;"Myinvestor";"Deporte";-7,50;"Pádel"
18/08/2025;"Myinvestor";TRASPASO;-125,00;"Traspaso"
18/08/2025;"MyinvestorPensión";TRASPASO;125,00;"Traspaso"
20/08/2025;"Santander";"Medicamentos";-2,01;"Tevetens y Besitrans"
20/08/2025;"N26";TRASPASO;-700,00;"Traspaso"
20/08/2025;"IndexaCapitalFondo";TRASPASO;700,00;"Traspaso"
20/08/2025;"Myinvestor";"Deporte";-7,50;"Pádel"
20/08/2025;"Myinvestor";"Ocio";-9,80;"Horchata"
20/08/2025;"Sabadell";"Intereses";1,73;"Intereses"
21/08/2025;"Myinvestor";TRASPASO;-100,00;"Traspaso"
21/08/2025;"MyinvestorFondo";TRASPASO;100,00;"Traspaso"
21/08/2025;"Santander";"Vestir";-28,45;"Vestir"
21/08/2025;"Myinvestor";"Variosvivienda";-15,58;"Plantas"
22/08/2025;"Myinvestor";"Comida";-25,35;"Mercadona"
23/08/2025;"Santander";"Variosvivienda";-35,89;"Maceta huerto"
23/08/2025;"Myinvestor";"Comida";-85,38;"Mercadona"
24/08/2025;"Bitvavo";"Intereses";10,00;"Bonificación apertura"
24/08/2025;"Santander";TRASPASO;-20,00;"Traspaso"
24/08/2025;"Bitvavo";TRASPASO;20,00;"Traspaso"
24/08/2025;"Myinvestor";"Deporte";-7,50;"Pádel"
24/08/2025;"Santander";"Vestir";-20,17;"Vestir"
26/08/2025;"TradeRepublic";TRASPASO;-519,75;"Traspaso"
26/08/2025;"Myinvestor";TRASPASO;519,75;"Traspaso"
26/08/2025;"Bbva";TRASPASO;-596,99;"Traspaso"
26/08/2025;"Myinvestor";TRASPASO;596,99;"Traspaso"
26/08/2025;"Myinvestor";"Lotería";-4,00;"EUROJACKPOT"
26/08/2025;"Bbva";TRASPASO;-800,00;"Traspaso"
26/08/2025;"TradeRepublic";TRASPASO;800,00;"Traspaso"
26/08/2025;"Bbva";"Nómina";2413,46;"Nómina"
26/08/2025;"Bbva";TRASPASO;-1000,00;"Traspaso"
26/08/2025;"N26";TRASPASO;1000,00;"Traspaso"
27/08/2025;"TradeRepublic";TRASPASO;-500,00;"Traspaso"
27/08/2025;"Sabadell";TRASPASO;500,00;"Traspaso"
27/08/2025;"Myinvestor";TRASPASO;-163,57;"Traspaso"
27/08/2025;"Santander";TRASPASO;163,57;"Traspaso"
27/08/2025;"Naranja";TRASPASO;-100,08;"Traspaso"
27/08/2025;"Santander";TRASPASO;100,08;"Traspaso"
27/08/2025;"Santander";"Variosvivienda";-20,82;"Varios vivienda"
29/08/2025;"N26";TRASPASO;-600,46;"Traspaso"
29/08/2025;"Criptan";TRASPASO;600,46;"Traspaso"
29/08/2025;"N26Fondo";TRASPASO;-1516,20;"Traspaso"
29/08/2025;"N26";TRASPASO;1516,20;"Traspaso"
29/08/2025;"N26";TRASPASO;-1500,00;"Traspaso"
29/08/2025;"Bitvavo";TRASPASO;1500,00;"Traspaso"
29/08/2025;"Myinvestor";TRASPASO;-795,00;"Traspaso"
29/08/2025;"Tarjeta";TRASPASO;795,00;"Traspaso"
29/08/2025;"N26Fondo";"Intereses";216,20;"Venta acciones Tesla"
30/08/2025;"Myinvestor";TRASPASO;-405,00;"Traspaso"
30/08/2025;"MyinvestorFondo";TRASPASO;405,00;"Traspaso"
30/08/2025;"Ing";TRASPASO;-4,00;"Traspaso"
30/08/2025;"Naranja";TRASPASO;4,00;"Traspaso"
31/08/2025;"Sabadell";TRASPASO;-800,00;"Traspaso"
31/08/2025;"Bit2me";TRASPASO;800,00;"Traspaso"
31/08/2025;"Civislend";TRASPASO;-1000,00;"Traspaso"
31/08/2025;"Sabadell";TRASPASO;1000,00;"Traspaso"
31/08/2025;"Tarjeta";TRASPASO;-1300,00;"Traspaso de Visa Carrefour"
31/08/2025;"Civislend";TRASPASO;1300,00;"Traspaso de Visa Carrefour"
01/09/2025;"Myinvestor";"Comunidad";-35,88;"Piso"
01/09/2025;"Myinvestor";"Comunidad";-100,00;"Casa"
01/09/2025;"N26";"Intereses";1,07;"Intereses"
01/09/2025;"TradeRepublic";"Intereses";1,55;"Intereses"
01/09/2025;"Myinvestor";"Alquiler";800,00;"Septiembre"
01/09/2025;"Naranja";"Intereses";0,02;"Intereses"
01/09/2025;"Myinvestor";"Ocio";-1,30;"Almuerzo"
02/09/2025;"Sabadell";TRASPASO;-597,73;"Traspaso"
02/09/2025;"Santander";TRASPASO;597,73;"Traspaso"
02/09/2025;"Myinvestor";"Ocio";-1,30;"Almuerzo"
02/09/2025;"Myinvestor";"Comida";-74,45;"Mercadona"
02/09/2025;"Myinvestor";"Lotería";-4,00;"Eurojackpot"
02/09/2025;"Santander";TRASPASO;-600,00;"Traspaso"
02/09/2025;"Kraken";TRASPASO;600,00;"Traspaso"
03/09/2025;"Myinvestor";TRASPASO;-200,00;"Traspaso"
03/09/2025;"MyinvestorFondo";TRASPASO;200,00;"Traspaso"
03/09/2025;"TradeRepublic";"Intereses";0,03;"Dividendo Bitcoin"
03/09/2025;"Myinvestor";"Ocio";-1,30;"Almuerzo"
03/09/2025;"Myinvestor";"Intereses";1,20;"Intereses"
03/09/2025;"Sabadell";TRASPASO;-300,00;"Traspaso"
03/09/2025;"Openbank";TRASPASO;300,00;"Traspaso"
03/09/2025;"Santander";"Comunes";48,98;"Agosto"
04/09/2025;"Myinvestor";"Ocio";-1,30;"Almuerzo"
04/09/2025;"Civislend";TRASPASO;-300,00;"Traspaso"
04/09/2025;"Sabadell";TRASPASO;300,00;"Traspaso"
05/09/2025;"Bbva";TRASPASO;-100,00;"Traspaso"
05/09/2025;"IndexaCapitalPensión";TRASPASO;100,00;"Traspaso"
05/09/2025;"Myinvestor";"Ocio";-1,30;"Almuerzo"
05/09/2025;"Bbva";TRASPASO;-600,00;"Traspaso"
05/09/2025;"Tarjeta";TRASPASO;600,00;"Traspaso"
06/09/2025;"Myinvestor";"Variosvivienda";-43,50;"Macetas y tierra"
06/09/2025;"Myinvestor";"Ocio";-9,80;"Horchata"
06/09/2025;"Myinvestor";"Deporte";-12,00;"Pádel"
08/09/2025;"TradeRepublic";TRASPASO;-100,00;"Traspaso"
08/09/2025;"Openbank";TRASPASO;100,00;"Traspaso"
08/09/2025;"Civislend";"Intereses";25,00;"BONIFICACIÓN AMIGO"
08/09/2025;"TradeRepublic";"Intereses";26,61;"Intereses dividendo"
08/09/2025;"Myinvestor";"Comida";-90,35;"Mercadona"
08/09/2025;"Bbva";"Intereses";25,00;"CASHBACK"
08/09/2025;"TradeRepublic";"Intereses";19,40;"Intereses dividendo"
08/09/2025;"Myinvestor";"Ocio";-1,30;"Almuerzo"
09/09/2025;"Efectivo";"Lotería";-4,00;"Eurojackpot"
09/09/2025;"Efectivo";"Lotería";10,50;"Eurojackpot"
09/09/2025;"TradeRepublic";"Intereses";27,99;"Intereses dividendo"
09/09/2025;"Efectivo";"Ocio";-1,50;"Almuerzo"
10/09/2025;"Santander";"Lotería";-40,00;"Cargar lotobolsa"
10/09/2025;"Openbank";"Ocio";-1,30;"Almuerzo"
11/09/2025;"Tarjeta";"Rev/Itv";-527,18;"Revisión Sandero"
11/09/2025;"Efectivo";"Ocio";-1,00;"Almuerzo"
11/09/2025;"N26";TRASPASO;-500,00;"Traspaso"
11/09/2025;"Sabadell";TRASPASO;500,00;"Traspaso"
11/09/2025;"Tarjeta";TRASPASO;-475,00;"Traspaso Visa Bbva"
11/09/2025;"Civislend";TRASPASO;475,00;"Traspaso Visa Bbva"
12/09/2025;"Myinvestor";"Ocio";-1,30;"Almuerzo"
12/09/2025;"Santander";"Vestir";-20,12;"Chaqueta vaquera"
12/09/2025;"Myinvestor";"Deporte";-6,00;"Pádel"
12/09/2025;"Civislend";TRASPASO;-500,00;"Traspaso"
12/09/2025;"Sabadell";TRASPASO;500,00;"Traspaso"
12/09/2025;"Sabadell";"Intereses";0,90;"intereses"
13/09/2025;"Sabadell";"Ocio";-9,20;"Horchata"
13/09/2025;"Sabadell";"Combustible";-67,01;"Gasolina"
13/09/2025;"Myinvestor";"Comida";-60,11;"Mercadona"
13/09/2025;"Sabadell";"Rev/Itv";-236,26;"Cambio 2 ruedas Sandero"
15/09/2025;"Myinvestor";"Ocio";-1,30;"Almuerzo"
15/09/2025;"Myinvestor";"Intereses";2,39;"intereses dividendo"
15/09/2025;"Myinvestor";"Comida";-7,30;"Mercadona"
16/09/2025;"Myinvestor";"Ocio";-1,30;"Almuerzo"
16/09/2025;"Efectivo";"Lotería";-4,00;"Eurojackpot"
16/09/2025;"Myinvestor";"Luz";-5,22;"Casa"
17/09/2025;"Myinvestor";"Ocio";-1,30;"Almuerzo"
17/09/2025;"Sabadell";TRASPASO;-188,43;"Traspaso"
17/09/2025;"N26";TRASPASO;188,43;"Traspaso"
17/09/2025;"N26";"Regalos";-16,00;"Regalo María"
18/09/2025;"Myinvestor";"Ocio";-1,30;"Almuerzo"
18/09/2025;"Myinvestor";"Medicamentos";-2,86;"tevetens, afloyan y besitran"
18/09/2025;"TradeRepublicFondo";"Intereses";-1684,09;"Perdida inversión"
18/09/2025;"TradeRepublic";TRASPASO;-13001,00;"Traspaso"
18/09/2025;"TradeRepublicPrivate";TRASPASO;13001,00;"Traspaso"
18/09/2025;"TradeRepublicFondo";TRASPASO;-14083,91;"Traspaso"
18/09/2025;"TradeRepublic";TRASPASO;14083,91;"Traspaso"
18/09/2025;"TradeRepublicPrivate";"Intereses";129,00;"Bonificación 1%"
19/09/2025;"Myinvestor";"Comida";-100,32;"Mercadona"
19/09/2025;"Myinvestor";"Deporte";-7,50;"Pádel"
19/09/2025;"MyinvestorFondo";TRASPASO;-219,74;"Traspaso"
19/09/2025;"Myinvestor";TRASPASO;219,74;"Traspaso"
20/09/2025;"Myinvestor";"Variosvivienda";-12,98;"Granado y romero"
20/09/2025;"TradeRepublic";TRASPASO;-158,49;"Traspaso"
20/09/2025;"Santander";TRASPASO;158,49;"Traspaso"
20/09/2025;"Santander";"Vestir";-103,75;"Vestir"
20/09/2025;"TradeRepublic";TRASPASO;-700,00;"Traspaso"
20/09/2025;"IndexaCapitalFondo";TRASPASO;700,00;"Traspaso"
20/09/2025;"Santander";"Variosvivienda";-24,22;"Fregona y recambios"
22/09/2025;"Myinvestor";"Ocio";-1,30;"Almuerzo"
22/09/2025;"Myinvestor";"Deporte";-6,00;"Pádel"
23/09/2025;"Myinvestor";"Ocio";-1,30;"Almuerzo"
23/09/2025;"Myinvestor";"Lotería";-4,00;"Eurojackpot"
23/09/2025;"MyinvestorFondo";TRASPASO;-178,15;"Traspaso"
23/09/2025;"Myinvestor";TRASPASO;178,15;"Traspaso"
24/09/2025;"Myinvestor";"Ocio";-1,30;"Almuerzo"
24/09/2025;"Myinvestor";"Deporte";-7,50;"Pádel"
26/09/2025;"Bbva";"Nómina";1981,78;"Nómina"
26/09/2025;"Bbva";TRASPASO;-1500,00;"Traspaso"
26/09/2025;"Myinvestor";TRASPASO;1500,00;"Traspaso"
26/09/2025;"Myinvestor";"Deporte";-7,50;"Pádel"
26/09/2025;"Myinvestor";"Ocio";-1,30;"Almuerzo"
27/09/2025;"Myinvestor";"Comida";-116,09;"Mercadona"
27/09/2025;"Myinvestor";"Comida";-18,52;"Mercadona"
