FECHA;CUENTA;CONCEPTO;IMPORTE;DESCRIPCIÓN
01/04/2025;"Tarjeta";"Ocio";-1,30;"ALMUERZO"
01/04/2025;"Myinvestor";"Alquiler";800,00;"ABRIL"
01/04/2025;"N26";"Intereses";0,12;"INTERESES"
01/04/2025;"TradeRepublic";"Intereses";12,27;"INTERESES"
01/04/2025;"N26";"Comunes";-39,12;"MARZO"
01/04/2025;"Sabadell";TRASPASO;-50,00;"TRASPASO"
01/04/2025;"Bbva";TRASPASO;50,00;"TRASPASO"
01/04/2025;"Housers";"Intereses";0,55;"INTERESES"
01/04/2025;"Myinvestor";TRASPASO;-200,00;"TRASPASO"
01/04/2025;"MyinvestorFondo";TRASPASO;200,00;"TRASPASO"
01/04/2025;"Santander";"Comunidad";-35,88;"PISO"
02/04/2025;"TradeRepublic";TRASPASO;-1030,00;"TRASPASO"
02/04/2025;"TradeRepublicFondo";TRASPASO;1030,00;"TRASPASO"
02/04/2025;"Tarjeta";"Ocio";-3,00;"ALMUERZO"
02/04/2025;"TradeRepublic";"Intereses";0,02;"DIVIDENDO NVIDIA"
02/04/2025;"Tarjeta";TRASPASO;-500,00;"TRASPASO"
02/04/2025;"Civislend";TRASPASO;500,00;"TRASPASO"
02/04/2025;"N26";TRASPASO;-500,00;"TRASPASO"
02/04/2025;"Housers";TRASPASO;500,00;"TRASPASO"
03/04/2025;"Tarjeta";"Ocio";-1,30;"ALMUERZO"
04/04/2025;"Tarjeta";"Ocio";-1,30;"ALMUERZO"
04/04/2025;"N26";"Intereses";20,00;"BONIFICACIÓN AMIGO"
05/04/2025;"Tarjeta";"Variosvivienda";-145,74;"DUCHA MANISES AZULEJOS"
05/04/2025;"Tarjeta";"Comida";-60,93;"MERCADONA"
05/04/2025;"Tarjeta";"Comida";-19,40;"BURGUER CARLS"
05/04/2025;"Tarjeta";"Varioscoche";-50,00;"MULTA 2/3/2025"
05/04/2025;"Tarjeta";"Deporte";-6,00;"PÁDEL"
06/04/2025;"Tarjeta";TRASPASO;-500,00;"TRASPASO"
06/04/2025;"Civislend";TRASPASO;500,00;"TRASPASO"
07/04/2025;"Myinvestor";"Intereses";0,83;"INTERESES"
07/04/2025;"TradeRepublic";"Intereses";25,77;"DIVIDENDOS ETF"
07/04/2025;"TradeRepublic";"Intereses";19,70;"DIVIDENDOS ETF"
07/04/2025;"Santander";"Comunidad";-30,00;"GARAJE"
07/04/2025;"N26";TRASPASO;-700,00;"TRASPASO"
07/04/2025;"Santander";TRASPASO;700,00;"TRASPASO"
07/04/2025;"TradeRepublic";"Intereses";34,39;"DIVIDENDOS ETF"
07/04/2025;"Santander";"Agua";-132,23;"CASA"
07/04/2025;"Sabadell";"Comida";-6,00;"ALMUERZO"
08/04/2025;"Tarjeta";"Ocio";-1,30;"ALMUERZO"
09/04/2025;"N26";"Otros gastos";-20,04;"FUNDA SOFA Y SILLAS"
09/04/2025;"Myinvestor";"Gas";-17,92;"GAS"
09/04/2025;"Tarjeta";"Ocio";-1,30;"ALMUERZO"
09/04/2025;"Tarjeta";"Medicamentos";-2,86;"TEVETENS, AFLOYAN Y BESITRANS"
09/04/2025;"N26";TRASPASO;-1500,00;"TRASPASO"
09/04/2025;"Sabadell";TRASPASO;1500,00;"TRASPASO"
10/04/2025;"TradeRepublic";"Intereses";0,78;"DIVIDENDO TSMC"
10/04/2025;"Sabadell";TRASPASO;-44,00;"TRASPASO"
10/04/2025;"N26";TRASPASO;44,00;"TRASPASO"
10/04/2025;"N26";"Vestir";-28,30;"ZAPATILLAS PÁDEL"
10/04/2025;"Tarjeta";"Ocio";-1,30;"ALMUERZO"
11/04/2025;"Tarjeta";"Comida";-56,04;"MERCADONA"
11/04/2025;"N26";"Vestir";-21,37;"ZAPATILLAS PÁDEL"
11/04/2025;"Tarjeta";"Ocio";-1,30;"ALMUERZO"
11/04/2025;"Tarjeta";"Deporte";-8,00;"PÁDEL"
13/04/2025;"Tarjeta";"Deporte";-6,00;"PÁDEL"
13/04/2025;"N26";"Intereses";20,00;"BONIFICACIÓN AMIGO"
13/04/2025;"N26";"Intereses";20,00;"BONIFICACIÓN AMIGO"
14/04/2025;"Tarjeta";"Ocio";-1,30;"ALMUERZO"
14/04/2025;"Sabadell";"Intereses";5,76;"INTERESES"
14/04/2025;"Santander";TRASPASO;-366,47;"TRASPASO"
14/04/2025;"Bbva";TRASPASO;366,47;"TRASPASO"
15/04/2025;"Tarjeta";"Ocio";-1,30;"ALMUERZO"
16/04/2025;"Tarjeta";"Variosvivienda";11,67;"BATIDORA"
16/04/2025;"Tarjeta";"Ocio";-1,30;"ALMUERZO"
17/04/2025;"Tarjeta";"Combustible";-70,02;"GASOLINA"
17/04/2025;"Santander";"Lotería";-30,00;"CARGAR LOTOBOLSA"
17/04/2025;"Freedom24";TRASPASO;-4470,13;"TRASPASO"
17/04/2025;"N26";TRASPASO;4470,13;"TRASPASO"
17/04/2025;"Freedom24";TRASPASO;-5052,12;"TRASPASO"
17/04/2025;"Freedom24Fondo";TRASPASO;5052,12;"TRASPASO"
17/04/2025;"Myinvestor";TRASPASO;-125,00;"TRASPASO"
17/04/2025;"MyinvestorPensión";TRASPASO;125,00;"TRASPASO"
17/04/2025;"Myinvestor";"Luz";-5,22;"CASA"
17/04/2025;"Tarjeta";"Deporte";-8,00;"PADEL"
17/04/2025;"Tarjeta";"Ocio";-1,30;"ALMUERZO"
17/04/2025;"Freedom24";"Intereses";-477,75;"CAMBIO DIVISAS"
18/04/2025;"N26";"Variosvivienda";-27,23;"SÁBANA BAJERA Y BATIDORA"
19/04/2025;"Tarjeta";"Comida";-37,86;"MERCADONA"
19/04/2025;"N26";"Variosvivienda";-20,88;"MANTEL TRANSPARENTE"
22/04/2025;"Tarjeta";"Variosvivienda";-10,40;"MACETAS"
22/04/2025;"Tarjeta";"Variosvivienda";-22,66;"MANTEL Y MACETA"
22/04/2025;"Tarjeta";"Ocio";-1,30;"ALMUERZO"
22/04/2025;"Tarjeta";"Deporte";-7,50;"PÁDEL"
23/04/2025;"Bbva";TRASPASO;-300,00;"TRASPASO"
23/04/2025;"Tarjeta";TRASPASO;300,00;"TRASPASO"
23/04/2025;"Tarjeta";TRASPASO;-500,00;"TRASPASO"
23/04/2025;"Civislend";TRASPASO;500,00;"TRASPASO"
23/04/2025;"Tarjeta";"Ocio";-1,30;"ALMUERZO"
23/04/2025;"N26";TRASPASO;-1100,00;"TRASPASO"
23/04/2025;"Myinvestor";TRASPASO;1100,00;"TRASPASO"
24/04/2025;"Tarjeta";"Ocio";-1,30;"ALMUERZO"
24/04/2025;"N26";"Variosvivienda";-26,05;"ESTANTERÍA"
25/04/2025;"Tarjeta";"Ocio";-1,30;"ALMUERZO"
25/04/2025;"N26";TRASPASO;-300,00;"TRASPASO"
25/04/2025;"Criptan";TRASPASO;300,00;"TRASPASO"
25/04/2025;"Tarjeta";"Comida";-3,55;"MERCADONA"
26/04/2025;"Efectivo";"Ocio";31,00;"CENA BENIDORM"
26/04/2025;"Tarjeta";"Ocio";-60,75;"CENA BENIDORM"
26/04/2025;"Tarjeta";"Ocio";-36,00;"COPAS BENIDORM"
27/04/2025;"Efectivo";"Ocio";-10,00;"CENA BENIDORM"
28/04/2025;"TradeRepublic";"Intereses";2,96;"DIVIDENDO LVMH"
28/04/2025;"Myinvestor";"Comunidad";-60,00;"CASA"
28/04/2025;"N26";"Variosvivienda";-32,29;"FIGURAS JARDIN"
28/04/2025;"Santander";"Comunidad";-45,86;"PISO DERRAMA"
29/04/2025;"Tarjeta";"Ocio";-1,30;"ALMUERZO"
29/04/2025;"Bbva";"Nómina";1973,17;"NÓMINA"
29/04/2025;"Bbva";TRASPASO;-500,00;"TRASPASO"
29/04/2025;"Kraken";TRASPASO;500,00;"TRASPASO"
30/04/2025;"Tarjeta";TRASPASO;-500,00;"TRASPASO"
30/04/2025;"Housers";TRASPASO;500,00;"TRASPASO"
30/04/2025;"Myinvestor";TRASPASO;-1290,52;"TRASPASO"
30/04/2025;"Tarjeta";TRASPASO;1290,52;"TRASPASO"
30/04/2025;"Tarjeta";"Ocio";-1,30;"ALMUERZO"
30/04/2025;"Sabadell";TRASPASO;-1684,80;"TRASPASO"
30/04/2025;"Tarjeta";TRASPASO;1684,80;"TRASPASO"
30/04/2025;"Bbva";TRASPASO;-500,00;"TRASPASO"
30/04/2025;"Kraken";TRASPASO;500,00;"TRASPASO"
30/04/2025;"Criptan";TRASPASO;-300,00;"TRASPASO"
30/04/2025;"Kraken";TRASPASO;300,00;"TRASPASO"
01/05/2025;"Naranja";"Intereses";0,01;"INTERESES"
01/05/2025;"N26";"Intereses";2,51;"INTERESES"
01/05/2025;"Myinvestor";"Alquiler";800,00;"MAYO"
01/05/2025;"Myinvestor";TRASPASO;-200,00;"TRASPASO"
01/05/2025;"MyinvestorFondo";TRASPASO;200,00;"TRASPASO"
01/05/2025;"TradeRepublic";"Intereses";2,13;"INTERESES"
01/05/2025;"Tarjeta";"Comida";-83,96;"CARREFOUR"
01/05/2025;"Sabadell";TRASPASO;-620,96;"TRASPASO"
01/05/2025;"IndexaCapitalFondo";TRASPASO;620,96;"TRASPASO"
01/05/2025;"N26";TRASPASO;-614,14;"TRASPASO"
01/05/2025;"Santander";TRASPASO;614,14;"TRASPASO"
01/05/2025;"TradeRepublic";TRASPASO;-700,00;"TRASPASO"
01/05/2025;"Sabadell";TRASPASO;700,00;"TRASPASO"
01/05/2025;"N26";TRASPASO;-1000,00;"TRASPASO"
01/05/2025;"Sabadell";TRASPASO;1000,00;"TRASPASO"
01/05/2025;"N26";"Variosvivienda";-28,97;"VARIOSVIVIENDA"
01/05/2025;"N26";TRASPASO;-400,00;"TRASPASO"
01/05/2025;"TradeRepublic";TRASPASO;400,00;"TRASPASO"
01/05/2025;"N26";TRASPASO;-841,76;"TRASPASO"
01/05/2025;"IndexaCapitalFondo";TRASPASO;841,76;"TRASPASO"
01/05/2025;"Santander";TRASPASO;-538,28;"TRASPASO"
01/05/2025;"IndexaCapitalFondo";TRASPASO;538,28;"TRASPASO"
02/05/2025;"Tarjeta";"Ocio";-3,00;"ALMUERZO"
02/05/2025;"Tarjeta";"Comida";-109,57;"MERCADONA"
02/05/2025;"N26";"Variosvivienda";-115,00;"DUCHA MANISES MONTAJE MAMPARA"
02/05/2025;"TradeRepublic";TRASPASO;-220,00;"TRASPASO"
02/05/2025;"TradeRepublicFondo";TRASPASO;220,00;"TRASPASO"
03/05/2025;"Efectivo";"Varioscoche";-1,00;"APARCAR"
03/05/2025;"Tarjeta";"Variosvivienda";-7,80;"SILICONA"
05/05/2025;"Sabadell";"Variosvivienda";-935,00;"DUCHA MANISES MANO OBRA"
05/05/2025;"Bbva";TRASPASO;-376,16;"TRASPASO"
05/05/2025;"Sabadell";TRASPASO;376,16;"TRASPASO"
05/05/2025;"TradeRepublic";"Ocio";-1,30;"ALMUERZO"
05/05/2025;"Sabadell";TRASPASO;-539,93;"TRASPASO"
05/05/2025;"N26";TRASPASO;539,93;"TRASPASO"
05/05/2025;"Bbva";TRASPASO;-513,48;"TRASPASO"
05/05/2025;"Tarjeta";TRASPASO;513,48;"TRASPASO"
05/05/2025;"Myinvestor";"Comunidad";-35,88;"PISO"
05/05/2025;"Myinvestor";TRASPASO;-298,77;"TRASPASO"
05/05/2025;"Sabadell";TRASPASO;298,77;"TRASPASO"
06/05/2025;"Bbva";TRASPASO;-50,00;"TRASPASO"
06/05/2025;"IndexaCapitalPensión";TRASPASO;50,00;"TRASPASO"
06/05/2025;"Bbva";"Intereses";25,00;"BONIFICACIÓN AMIGO"
06/05/2025;"Bbva";TRASPASO;-100,00;"TRASPASO"
06/05/2025;"IndexaCapitalPensión";TRASPASO;100,00;"TRASPASO"
06/05/2025;"TradeRepublic";"Deporte";-20,99;"ZAPATILLAS SPINING"
06/05/2025;"TradeRepublic";"Intereses";0,67;"DIVIDENDO ASML"
06/05/2025;"Bbva";"Intereses";324,00;"BONIFICACIÓN DOMICILIACIÓN NÓMINA"
06/05/2025;"TradeRepublic";"Ocio";-1,30;"ALMUERZO"
07/05/2025;"TradeRepublic";"Intereses";29,49;"DIVIDENDO ETF"
07/05/2025;"TradeRepublic";"Intereses";15,01;"DIVIDENDO ETF"
07/05/2025;"N26";TRASPASO;-1000,00;"TRASPASO"
07/05/2025;"Mintos";TRASPASO;1000,00;"TRASPASO"
07/05/2025;"Myinvestor";TRASPASO;-264,70;"TRASPASO"
07/05/2025;"N26";TRASPASO;264,70;"TRASPASO"
07/05/2025;"TradeRepublic";"Intereses";24,35;"DIVIDENDO ETF"
07/05/2025;"Bbva";TRASPASO;-144,29;"TRASPASO"
07/05/2025;"N26";TRASPASO;144,29;"TRASPASO"
07/05/2025;"TradeRepublic";"Ocio";-1,30;"ALMUERZO"
07/05/2025;"N26";TRASPASO;-500,00;"TRASPASO"
07/05/2025;"Hausera";TRASPASO;500,00;"TRASPASO"
07/05/2025;"Bbva";TRASPASO;-199,00;"TRASPASO"
07/05/2025;"N26";TRASPASO;199,00;"TRASPASO"
07/05/2025;"Sabadell";TRASPASO;-300,00;"TRASPASO"
07/05/2025;"N26";TRASPASO;300,00;"TRASPASO"
07/05/2025;"Santander";TRASPASO;-300,00;"TRASPASO"
07/05/2025;"N26";TRASPASO;300,00;"TRASPASO"
07/05/2025;"Myinvestor";"Intereses";0,58;"INTERESES"
08/05/2025;"TradeRepublic";"Ocio";-1,30;"ALMUERZO"
09/05/2025;"Naranja";TRASPASO;-12339,91;"TRASPASO"
09/05/2025;"N26";TRASPASO;12339,91;"TRASPASO"
09/05/2025;"N26";TRASPASO;-800,00;"TRASPASO"
09/05/2025;"Myinvestor";TRASPASO;800,00;"TRASPASO"
09/05/2025;"TradeRepublic";"Medicamentos";-1,43;"AFLOYAN Y BESITRAN"
09/05/2025;"Naranja";TRASPASO;-800,00;"TRASPASO"
09/05/2025;"Santander";TRASPASO;800,00;"TRASPASO"
09/05/2025;"N26";TRASPASO;-743,28;"TRASPASO"
09/05/2025;"Bbva";TRASPASO;743,28;"TRASPASO"
09/05/2025;"N26";"Comunes";-1061,33;"ABRIL"
09/05/2025;"Naranja";TRASPASO;-800,00;"TRASPASO"
09/05/2025;"Sabadell";TRASPASO;800,00;"TRASPASO"
09/05/2025;"Naranja";TRASPASO;-944,29;"TRASPASO"
09/05/2025;"Bbva";TRASPASO;944,29;"TRASPASO"
09/05/2025;"Letras";"Intereses";-22,50;"COMISIONES LETRAS"
09/05/2025;"TradeRepublic";"Ocio";-3,00;"ALMUERZO"
09/05/2025;"Letras";TRASPASO;-14977,50;"TRASPASO"
09/05/2025;"Naranja";TRASPASO;14977,50;"TRASPASO"
09/05/2025;"Bbva";TRASPASO;-650,00;"TRASPASO"
09/05/2025;"IndexaCapitalPensión";TRASPASO;650,00;"TRASPASO"
10/05/2025;"TradeRepublic";"Otros gastos";-22,10;"CHORRADITAS VARIAS"
10/05/2025;"TradeRepublic";"Medicamentos";-1,43;"TEVETENS"
10/05/2025;"TradeRepublic";"Comida";-80,14;"MERCADONA"
10/05/2025;"N26";TRASPASO;-1000,00;"TRASPASO"
10/05/2025;"TradeRepublic";TRASPASO;1000,00;"TRASPASO"
12/05/2025;"TradeRepublic";"Ocio";-1,30;"ALMUERZO"
12/05/2025;"Myinvestor";TRASPASO;-654,64;"TRASPASO"
12/05/2025;"MyinvestorFondo";TRASPASO;654,64;"TRASPASO"
12/05/2025;"Tarjeta";TRASPASO;-500,00;"TRASPASO"
12/05/2025;"Civislend";TRASPASO;500,00;"TRASPASO"
12/05/2025;"N26";TRASPASO;-700,00;"TRASPASO"
12/05/2025;"Myinvestor";TRASPASO;700,00;"TRASPASO"
13/05/2025;"Santander";TRASPASO;-400,00;"TRASPASO"
13/05/2025;"Revolut";TRASPASO;400,00;"TRASPASO"
13/05/2025;"N26";TRASPASO;-1300,00;"TRASPASO"
13/05/2025;"TradeRepublic";TRASPASO;1300,00;"TRASPASO"
13/05/2025;"TradeRepublic";"Ocio";-1,30;"ALMUERZO"
13/05/2025;"Tarjeta";TRASPASO;-500,00;"TRASPASO"
13/05/2025;"Urbanitae";TRASPASO;500,00;"TRASPASO"
13/05/2025;"Bbva";TRASPASO;-593,28;"TRASPASO"
13/05/2025;"Sabadell";TRASPASO;593,28;"TRASPASO"
14/05/2025;"Sabadell";"Intereses";2,44;"INTERESES"
14/05/2025;"Sabadell";TRASPASO;-295,72;"TRASPASO"
14/05/2025;"IndexaCapitalFondo";TRASPASO;295,72;"TRASPASO"
14/05/2025;"TradeRepublic";"Ocio";-1,30;"ALMUERZO"
15/05/2025;"Efectivo";"Ocio";-35,00;"COMIDA TRABAJO ONLY YOU"
15/05/2025;"TradeRepublic";"Ocio";-1,30;"ALMUERZO"
16/05/2025;"TradeRepublic";"Ocio";-1,30;"ALMUERZO"
16/05/2025;"N26";TRASPASO;-1000,00;"TRASPASO"
16/05/2025;"Mintos";TRASPASO;1000,00;"TRASPASO"
16/05/2025;"Santander";"Lotería";-40,00;"CARGAR LOTOBOLSA"
17/05/2025;"TradeRepublic";"Comida";-62,82;"MERCADONA"
18/05/2025;"TradeRepublic";"Combustible";-63,00;"GASOLINA"
19/05/2025;"Myinvestor";TRASPASO;-125,00;"TRASPASO"
19/05/2025;"MyinvestorPensión";TRASPASO;125,00;"TRASPASO"
19/05/2025;"TradeRepublic";"Ocio";-3,00;"ALMUERZO"
20/05/2025;"TradeRepublic";"Ocio";-1,30;"ALMUERZO"
20/05/2025;"TradeRepublic";TRASPASO;-630,69;"TRASPASO"
20/05/2025;"Myinvestor";TRASPASO;630,69;"TRASPASO"
20/05/2025;"TradeRepublic";"Variosvivienda";-39,47;"VARIOS VIVIENDA"
21/05/2025;"Myinvestor";"Luz";-5,05;"CASA"
21/05/2025;"Tarjeta";TRASPASO;-500,00;"TRASPASO"
21/05/2025;"Civislend";TRASPASO;500,00;"TRASPASO"
21/05/2025;"N26";TRASPASO;-700,00;"TRASPASO"
21/05/2025;"IndexaCapitalFondo";TRASPASO;700,00;"TRASPASO"
21/05/2025;"TradeRepublic";"Ocio";-1,30;"ALMUERZO"
21/05/2025;"Santander";"Medicamentos";-60,00;"EMPASTE MUELA"
22/05/2025;"TradeRepublic";"Ocio";-1,30;"ALMUERZO"
22/05/2025;"N26";TRASPASO;-1300,00;"TRASPASO"
22/05/2025;"Bit2me";TRASPASO;1300,00;"TRASPASO"
23/05/2025;"TradeRepublic";"Ocio";-1,30;"ALMUERZO"
24/05/2025;"TradeRepublic";"Comida";-92,58;"MERCADONA"
26/05/2025;"TradeRepublic";"Ocio";-1,30;"ALMUERZO"
27/05/2025;"TradeRepublic";"Comida";-8,85;"MERCADONA"
27/05/2025;"TradeRepublic";"Ocio";-1,30;"ALMUERZO"
27/05/2025;"Myinvestor";"Comunidad";-45,86;"PISO DERRAMA"
27/05/2025;"Myinvestor";"Intereses";16,20;"BONIFICACIÓN AMIGO"
27/05/2025;"Tarjeta";TRASPASO;-500,00;"TRASPASO"
27/05/2025;"Urbanitae";TRASPASO;500,00;"TRASPASO"
27/05/2025;"TradeRepublic";"Regalos";-24,99;"MAMÁ"
27/05/2025;"Myinvestor";"Comunidad";-35,88;"PISO"
28/05/2025;"Bbva";TRASPASO;-1500,00;"TRASPASO"
28/05/2025;"Sabadell";TRASPASO;1500,00;"TRASPASO"
28/05/2025;"TradeRepublic";"Deporte";-39,99;"BOLSA PADEL"
28/05/2025;"Sabadell";TRASPASO;-800,00;"TRASPASO"
28/05/2025;"Myinvestor";TRASPASO;800,00;"TRASPASO"
28/05/2025;"TradeRepublic";"Ocio";-1,30;"ALMUERZO"
28/05/2025;"Bbva";"Nómina";1973,17;"NÓMINA"
28/05/2025;"Sabadell";TRASPASO;-241,65;"TRASPASO"
28/05/2025;"Santander";TRASPASO;241,65;"TRASPASO"
29/05/2025;"TradeRepublic";"Intereses";3,18;"INTERESES ETF"
29/05/2025;"TradeRepublic";"Ocio";-1,30;"ALMUERZO"
29/05/2025;"Myinvestor";TRASPASO;-100,00;"TRASPASO"
29/05/2025;"MyinvestorFondo";TRASPASO;100,00;"TRASPASO"
29/05/2025;"Myinvestor";TRASPASO;-200,00;"TRASPASO"
29/05/2025;"MyinvestorFondo";TRASPASO;200,00;"TRASPASO"
30/05/2025;"Myinvestor";"Intereses";16,20;"BONIFICACIÓN AMIGO"
30/05/2025;"Myinvestor";TRASPASO;-1204,33;"TRASPASO"
30/05/2025;"Tarjeta";TRASPASO;1204,33;"TRASPASO"
30/05/2025;"Sabadell";TRASPASO;-758,35;"TRASPASO"
30/05/2025;"Myinvestor";TRASPASO;758,35;"TRASPASO"
30/05/2025;"TradeRepublic";"Ocio";-1,30;"ALMUERZO"
31/05/2025;"TradeRepublic";"Comida";-48,13;"MERCADONA"
01/06/2025;"N26";"Intereses";8,20;"INTERESES"
01/06/2025;"TradeRepublic";"Intereses";2,96;"INTERESES"
01/06/2025;"Naranja";"Intereses";0,02;"INTERESES"
01/06/2025;"Efectivo";"Otros ingresos";65,00;"VENTA SILLÓN IKEA"
01/06/2025;"Myinvestor";"Alquiler";800,00;"JUNIO"
02/06/2025;"Myinvestor";"Comunidad";-60,00;"CASA"
02/06/2025;"TradeRepublic";TRASPASO;-660,00;"TRASPASO"
02/06/2025;"TradeRepublicFondo";TRASPASO;660,00;"TRASPASO"
02/06/2025;"TradeRepublic";"Ocio";-1,30;"ALMUERZO"
03/06/2025;"TradeRepublic";"Ocio";-1,30;"ALMUERZO"
03/06/2025;"Myinvestor";"Comunes";-742,35;"MAYO"
03/06/2025;"Efectivo";"Otros gastos";-5,00;"FLORES"
04/06/2025;"TradeRepublic";"Deporte";-50,00;"BONO PADEL"
04/06/2025;"TradeRepublic";"Ocio";-1,30;"ALMUERZO"
04/06/2025;"TradeRepublic";"Medicamentos";-2,28;"TEVETENS Y AFLOYAN"
04/06/2025;"TradeRepublic";"Variosvivienda";-23,34;"CHORRADICAS"
05/06/2025;"Bbva";TRASPASO;-100,00;"TRASPASO"
05/06/2025;"IndexaCapitalPensión";TRASPASO;100,00;"TRASPASO"
05/06/2025;"TradeRepublic";"Ocio";-1,30;"ALMUERZO"
05/06/2025;"TradeRepublic";"Variosvivienda";-22,68;"CHORRADICAS"
05/06/2025;"Bbva";TRASPASO;-501,30;"TRASPASO"
05/06/2025;"Tarjeta";TRASPASO;501,30;"TRASPASO"
06/06/2025;"TradeRepublic";"Ocio";-29,40;"TAXI AEROPUERTO"
06/06/2025;"TradeRepublic";"Comida";-20,43;"MERCADONA"
06/06/2025;"TradeRepublic";"Intereses";42,74;"INTERESES ETF"
06/06/2025;"TradeRepublic";"Intereses";30,18;"INTERESES ETF"
06/06/2025;"TradeRepublic";"Intereses";13,67;"INTERESES ETF"
06/06/2025;"Bbva";"Intereses";25,00;"CASHBACK"
07/06/2025;"Myinvestor";"Intereses";0,91;"INTERESES"
09/06/2025;"Civislend";"Intereses";25,00;"BONIFICACIÓN AMIGO"
10/06/2025;"Santander";"Impuestos";-393,67;"IBI URBANA PISO"
10/06/2025;"Santander";"Impuestos";-66,03;"IBI URBANA GARAJE"
10/06/2025;"Santander";"Impuestos";-81,95;"IBI URBANA TRASTERO"
12/06/2025;"TradeRepublic";"Intereses";0,48;"INTERESES MICROSOFT"
12/06/2025;"Myinvestor";TRASPASO;-100,00;"TRASPASO"
12/06/2025;"MyinvestorFondo";TRASPASO;100,00;"TRASPASO"
13/06/2025;"Myinvestor";"Gas";-17,04;"CASA"
14/06/2025;"Efectivo";"Ocio";-10,00;"VACACIONES"
15/06/2025;"TradeRepublic";"Variosvivienda";-30,88;"VARIOSVIVIENDA"
15/06/2025;"Bbva";TRASPASO;-350,00;"TRASPASO"
15/06/2025;"Housers";TRASPASO;350,00;"TRASPASO"
15/06/2025;"TradeRepublic";"Ocio";-42,10;"TAXI AEROPUERTO"
16/06/2025;"Sabadell";"Intereses";1,75;"INTERESES"
16/06/2025;"TradeRepublic";"Intereses";0,27;"INTERESES ALPHABET"
16/06/2025;"TradeRepublic";"Vestir";-22,58;"ZAPATOS Y CAMISA"
16/06/2025;"Myinvestor";"Intereses";1,29;"INTERESES ETF"
16/06/2025;"Sabadell";TRASPASO;-401,75;"TRASPASO"
16/06/2025;"Bbva";TRASPASO;401,75;"TRASPASO"
16/06/2025;"TradeRepublic";"Comida";-120,33;"MERCADONA"
17/06/2025;"TradeRepublic";"Ocio";-1,30;"ALMUERZO"
17/06/2025;"Myinvestor";TRASPASO;-125,00;"TRASPASO"
17/06/2025;"MyinvestorPensión";TRASPASO;125,00;"TRASPASO"
18/06/2025;"Myinvestor";"Luz";-5,22;"CASA"
18/06/2025;"TradeRepublic";"Deporte";-6,00;"PADEL"
18/06/2025;"TradeRepublic";"Ocio";-1,30;"ALMUERZO"
19/06/2025;"TradeRepublic";"Ocio";-3,00;"ALMUERZO"
19/06/2025;"TradeRepublic";"Combustible";-76,00;"GASOLINA"
20/06/2025;"N26";TRASPASO;-700,00;"TRASPASO"
20/06/2025;"IndexaCapitalFondo";TRASPASO;700,00;"TRASPASO"
20/06/2025;"TradeRepublic";"Ocio";-1,30;"ALMUERZO"
21/06/2025;"TradeRepublic";"Comida";-64,01;"MERCADONA"
23/06/2025;"Sabadell";TRASPASO;-660,00;"TRASPASO"
23/06/2025;"Kraken";TRASPASO;660,00;"TRASPASO"
23/06/2025;"TradeRepublic";"Ocio";-1,30;"ALMUERZO"
23/06/2025;"Bbva";TRASPASO;-660,00;"TRASPASO"
23/06/2025;"Sabadell";TRASPASO;660,00;"TRASPASO"
23/06/2025;"Bbva";TRASPASO;-751,21;"TRASPASO"
23/06/2025;"Myinvestor";TRASPASO;751,21;"TRASPASO"
23/06/2025;"Santander";TRASPASO;-500,00;"TRASPASO"
23/06/2025;"Kraken";TRASPASO;500,00;"TRASPASO"
23/06/2025;"Bbva";TRASPASO;-840,00;"TRASPASO"
23/06/2025;"Santander";TRASPASO;840,00;"TRASPASO"
23/06/2025;"TradeRepublic";"Medicamentos";-2,01;"TEVETENS Y BESITRANS"
23/06/2025;"Bbva";TRASPASO;-1691,80;"TRASPASO"
23/06/2025;"N26";TRASPASO;1691,80;"TRASPASO"
23/06/2025;"Bbva";"Nómina";3994,39;"NÓMINA"
23/06/2025;"Santander";"Lotería";-40,00;"CARGAR LOTOBOLSA"
23/06/2025;"N26";TRASPASO;-2000,00;"TRASPASO"
23/06/2025;"TradeRepublic";TRASPASO;2000,00;"TRASPASO"
24/06/2025;"TradeRepublic";"Intereses";1,38;"DIVIDENDO ETF"
25/06/2025;"TradeRepublic";"Ocio";-1,30;"ALMUERZO"
26/06/2025;"TradeRepublic";"Ocio";-1,30;"ALMUERZO"
26/06/2025;"Myinvestor";TRASPASO;-100,00;"TRASPASO"
26/06/2025;"MyinvestorFondo";TRASPASO;100,00;"TRASPASO"
26/06/2025;"TradeRepublic";"Variosvivienda";-20,00;"VARIOS VIVIENDA"
27/06/2025;"Myinvestor";"Comunes";-45,86;"PISO"
27/06/2025;"TradeRepublic";"Variosvivienda";-31,60;"VARIOS VIVIENDA"
27/06/2025;"TradeRepublic";"Ocio";-1,30;"ALMUERZO"
28/06/2025;"TradeRepublic";"Comida";-113,84;"Mercadona"
29/06/2025;"TradeRepublic";"Comida";-10,46;"Charter"
30/06/2025;"Myinvestor";TRASPASO;-1000,00;"TRASPASO"
30/06/2025;"Tarjeta";TRASPASO;1000,00;"TRASPASO"
30/06/2025;"Myinvestor";"Comunidad";-35,88;"PISO"
30/06/2025;"TradeRepublic";"Ocio";-14,40;"ALMUERZO"
01/07/2025;"N26";"Intereses";6,59;"INTERESES"
01/07/2025;"TradeRepublic";"Ocio";-1,30;"ALMUERZO"
