id,fecha,descripcion,cantidad,tipo,cuenta,concepto,cuenta_origen,cuenta_destino
id_1751070982012_gr6nk0isz,2025-03-27,ZAPATILLAS,"-20,02",movimiento,D-Myinvestor,Vestir,,
id_1751070982012_f7u5byvuw,2025-03-27,ALMUERZO,"-1,30",movimiento,D-Tarjeta,Ocio,,
id_1751070982012_n7vnrza4k,2025-03-27,TRASPASO,"1000,00",traspaso,,,D-Tarjeta,D-N26
id_1751070982012_ttboqcivc,2025-03-27,TRASPASO,"2000,00",traspaso,,,D-TradeRepublic,D-Myinvestor
id_1751070982012_o1ullvvab,2025-03-27,TRASPASO,"1000,00",traspaso,,,D-Myinvestor,D-N26
id_1751070982012_baxh232pu,2025-03-27,Esmorzar,"-2,00",movimiento,N-Efectivo,Comida,,
id_1751070982012_vqcmfdsmt,2025-03-27,Venta libro Vinted,"2,00",movimiento,N-Naranja,Otros ingresos,,
id_1751070982012_l488oghkn,2025-03-27,NÓMINA,"1955,54",movimiento,N-Sabadell,Nómina,,
id_1751070982012_77d8dmpk3,2025-03-27,Psico Empar,"-80,00",movimiento,N-Efectivo,Medicamentos,,
id_1751070982012_z2doxgdjq,2025-03-27,DERRAMA PISO,"-45,86",movimiento,D-Santander,Comunidad,,
id_1751070982012_m0j2xjbgt,2025-03-28,MEMORIA 32GB DDR4,"-44,38",movimiento,D-Tarjeta,Otros gastos,,
id_1751070982012_t2gmrz6b6,2025-03-28,PADEL,"-5,00",movimiento,D-Tarjeta,Deporte,,
id_1751070982012_j5fwjox5x,2025-03-28,BATIDORA,"-18,56",movimiento,D-Tarjeta,Variosvivienda,,
id_1751070982012_qm27medof,2025-03-28,PSICÓLOGA,"-80,00",movimiento,D-N26,Medicamentos,,
id_1751070982012_86svj62ln,2025-03-28,COMPRA ACCIONES TESLA,"3000,00",traspaso,,,D-N26,D-N26Fondo
id_1751070982012_5nblxt2wn,2025-03-28,TRASPASO,"2000,00",traspaso,,,D-Myinvestor,D-N26
id_1751070982012_s3z97f2rg,2025-03-28,TRASPASO,"1335,17",traspaso,,,D-Sabadell,D-N26
id_1751070982012_fboifcu57,2025-03-28,Primark,"-12,50",movimiento,N-Tarjeta,Vestir,,
id_1751070982012_fksvnygyj,2025-03-28,Ysabel Mora Bonaire,"-5,95",movimiento,N-Tarjeta,Vestir,,
id_1751070982012_f6ur1dsnn,2025-03-29,Jysk,"-499,99",movimiento,N-Tarjeta,Variosvivienda,,
id_1751070982012_6k07esjw5,2025-03-30,Dinar El Pastoret,"-28,00",movimiento,N-Efectivo,Ocio,,
id_1751070982012_y7ina7pb5,2025-03-31,Garaje,"100,00",movimiento,N-Santander,Otros ingresos,,
id_1751070982012_9jsvo33f3,2025-03-31,TRASPASO,"259,98",traspaso,,,N-Santander,N-Tarjeta
id_1751070982012_gcy7ft39x,2025-03-29,BEBIDA,"-5,00",movimiento,D-Tarjeta,Ocio,,
id_1751070982012_fbeho710t,2025-03-29,MERCADONA,"-121,43",movimiento,D-Tarjeta,Comida,,
id_1751070982012_mrbv6k5jk,2025-03-29,EL RECHUPETE,"-10,50",movimiento,D-Tarjeta,Comida,,
id_1751070982012_npyyybw6g,2025-03-31,TRASPASO,"1638,00",traspaso,,,D-Sabadell,D-Tarjeta
id_1751070982012_2yc2ut9rn,2025-03-31,ALMUERZO,"-1,30",movimiento,D-Tarjeta,Ocio,,
id_1751070982012_e588bnhad,2025-03-31,CURSO GUITARRA,"-249,00",movimiento,D-Tarjeta,Otros gastos,,
id_1751070982012_er3q5d3sg,2025-03-31,TRASPASO,"500,00",traspaso,,,D-Sabadell,D-N26
id_1751070982012_p4gnfe82g,2025-03-31,COMPRA ETF BITCOIN,"907,24",traspaso,,,D-Myinvestor,D-MyinvestorFondo
id_1751070982012_1q00lfnd4,2025-03-31,PADEL,"-8,00",movimiento,D-Tarjeta,Deporte,,
id_1751070982012_duy9axls9,2025-03-31,TRASPASO,"1000,00",traspaso,,,N-Sabadell,N-Santander
id_1751070982012_aopqs0h5b,2025-03-31,TRASPASO,"200,00",traspaso,,,N-Tarjeta,N-N26
id_1751070982012_ueqc6sptw,2025-03-31,TRASPASO,"500,00",traspaso,,,N-Santander,N-N26
id_1751070982012_rb7tgkt3m,2025-03-31,CASA,"-60,00",movimiento,D-Santander,Comunidad,,
id_1751070982012_2ik1dmiu1,2025-04-01,ABRIL,"800,00",movimiento,D-Myinvestor,Alquiler,,
id_1751070982012_abyg7y9ww,2025-04-01,Descuadre,"-1,54",movimiento,N-Efectivo,Otros gastos,,
id_1751070982012_20co85zar,2025-04-01,ALMUERZO,"-1,30",movimiento,D-Tarjeta,Ocio,,
id_1751070982012_rw1x5k3tm,2025-04-01,Mapfre salud,"-57,71",movimiento,N-Santander,Medicamentos,,
id_1751070982012_ni429v8l4,2025-04-01,INTERESES,"57,20",movimiento,N-TradeRepublic,Intereses,,
id_1751070982012_b4zrzabic,2025-04-01,Centro Planchado Rowenta Amazon,"-249,99",movimiento,N-Naranja,Variosvivienda,,
id_1751070982012_hekgdyvdb,2025-04-01,INTERESES,"0,21",movimiento,N-Naranja,Intereses,,
id_1751070982012_keracgm8t,2025-04-01,TRASPASO,"50,00",traspaso,,,D-Sabadell,D-Bbva
id_1751070982012_aatr6bnto,2025-04-01,INTERESES,"0,12",movimiento,D-N26,Intereses,,
id_1751070982012_fubrlesly,2025-04-01,MARZO,"-39,12",movimiento,D-N26,Comunes,,
id_1751070982012_b9g4c4pw9,2025-04-01,INTERESES,"12,27",movimiento,D-TradeRepublic,Intereses,,
id_1751070982012_0s9x5rpe0,2025-04-01,INTERESES,"0,01",movimiento,N-N26,Intereses,,
id_1751070982012_whc7e9lao,2025-04-01,Regal Tio,"500,00",movimiento,N-N26,Regalos,,
id_1751070982012_y6sy43xq9,2025-04-01,PISO,"-35,88",movimiento,D-Santander,Comunidad,,
id_1751070982012_ylceqb3pt,2025-04-01,Caramelos,"-4,00",movimiento,N-Efectivo,Comida,,
id_1751070982012_ww18x99n0,2025-04-01,Suje esportiu Mercat Ysabel Mora,"-15,00",movimiento,N-Efectivo,Deporte,,
id_1751070982012_isrgrhpyh,2025-04-01,Gastos marzo,"39,12",movimiento,N-N26,Comunes,,
id_1751070982012_uhkui4lhz,2025-04-01,TRASPASO,"200,00",traspaso,,,D-Myinvestor,D-MyinvestorFondo
id_1751070982012_n0wp1cyea,2025-04-01,INTERESES,"0,55",movimiento,D-Housers,Intereses,,
id_1751070982012_chjxyc1pu,2025-04-02,ALMUERZO,"-3,00",movimiento,D-Tarjeta,Ocio,,
id_1751070982012_b8jv33b9a,2025-04-02,Esmorzar,"-4,50",movimiento,N-Efectivo,Comida,,
id_1751070982012_z9c109j7q,2025-04-02,Citrato magnesio Navarro,"-15,81",movimiento,N-Efectivo,Medicamentos,,
id_1751070982012_vwinafhj5,2025-04-02,TRASPASO,"500,00",traspaso,,,D-N26,D-Housers
id_1751070982012_urfqxakhy,2025-04-02,TRASPASO,"500,00",traspaso,,,D-Tarjeta,D-Civislend
id_1751070982012_dsn4858du,2025-04-02,DIVIDENDO NVIDIA,"0,02",movimiento,D-TradeRepublic,Intereses,,
id_1751070982012_ap42x7el9,2025-04-02,TRASPASO,"1030,00",traspaso,,,D-TradeRepublic,D-TradeRepublicFondo
id_1751070982012_5c4muktll,2025-04-02,Neteja Yine,"-33,00",movimiento,N-Efectivo,Otros gastos,,
id_1751070982012_oj1cilrg8,2025-04-02,TRASPASO,"70,00",traspaso,,,N-TradeRepublic,N-TradeRepublicFondos
id_1751070982012_r0lc4ig4f,2025-04-03,ALMUERZO,"-1,30",movimiento,D-Tarjeta,Ocio,,
id_1751070982012_twvz9ickn,2025-04-03,Gym  Aspresso,"-74,00",movimiento,N-Santander,Deporte,,
id_1751070982012_y0yojjnx1,2025-04-03,Esmorzar,"-5,50",movimiento,N-Efectivo,Comida,,
id_1751070982012_ybn8jhxuu,2025-04-03,Pallardó Flores,"-40,00",movimiento,N-N26,Otros gastos,,
id_1751070982012_nt4yfqusn,2025-04-04,ALMUERZO,"-1,30",movimiento,D-Tarjeta,Ocio,,
id_1751070982012_uwzmzse61,2025-04-04,TRASPASO,"600,00",traspaso,,,N-Sabadell,N-Naranja
id_1751070982012_iqw9wq2dz,2025-04-04,Ocaso seguro,"-10,48",movimiento,N-Santander,Otros gastos,,
id_1751070982012_83zdoheqp,2025-04-04,Crucero Adriático 2_2,"-1578,38",movimiento,N-Sabadell,Vacaciones,,
id_1751070982012_mr9ccvl45,2025-04-04,Regalo N26,"15,00",movimiento,N-N26,Otros ingresos,,
id_1751070982012_8vo0spjvc,2025-04-04,Reserva Natura Finestrat Inma,"352,63",movimiento,N-N26,Otros gastos,,
id_1751070982012_w4d3l32dk,2025-04-04,BONIFICACIÓN AMIGO,"20,00",movimiento,D-N26,Intereses,,
id_1751070982012_mawposz2v,2025-04-04,Sopar Alm,"-34,00",movimiento,N-Efectivo,Ocio,,
id_1751070982012_bm49t2iuj,2025-04-05,MERCADONA,"-60,93",movimiento,D-Tarjeta,Comida,,
id_1751070982012_hkeeqhcv9,2025-04-05,BURGUER CARLS,"-19,40",movimiento,D-Tarjeta,Comida,,
id_1751070982012_8ux5l70t7,2025-04-05,DUCHA MANISES AZULEJOS,"-145,74",movimiento,D-Tarjeta,Variosvivienda,,
id_1751070982012_msi5bum8f,2025-04-05,MULTA 2/3/2025,"-50,00",movimiento,D-Tarjeta,Varioscoche,,
id_1751070982012_tbfjtbucn,2025-04-05,PÁDEL,"-6,00",movimiento,D-Tarjeta,Deporte,,
id_1751070982012_fi5sp719v,2025-04-06,TRASPASO,"500,00",traspaso,,,D-Tarjeta,D-Civislend
id_1751070982012_7ptsfj7bd,2025-04-07,INTERESES,"0,83",movimiento,D-Myinvestor,Intereses,,
id_1751070982012_p1cf3ry47,2025-04-07,TRASPASO,"700,00",traspaso,,,D-N26,D-Santander
id_1751070982012_ll792w8ah,2025-04-07,GARAJE,"-30,00",movimiento,D-Santander,Comunidad,,
id_1751070982012_tp35b5dk0,2025-04-07,CASA,"-132,23",movimiento,D-Santander,Agua,,
id_1751070982012_v9yf5p4o8,2025-04-07,ALMUERZO,"-6,00",movimiento,D-Sabadell,Comida,,
id_1751070982012_ekm9qejm6,2025-04-07,DIVIDENDOS ETF,"19,70",movimiento,D-TradeRepublic,Intereses,,
id_1751070982012_c6o5lryb5,2025-04-07,DIVIDENDOS ETF,"25,77",movimiento,D-TradeRepublic,Intereses,,
id_1751070982012_tbr9emx4e,2025-04-07,DIVIDENDOS ETF,"34,39",movimiento,D-TradeRepublic,Intereses,,
id_1751070982012_dq4qo0vnr,2025-04-07,Aigua,"-0,30",movimiento,N-Efectivo,Comida,,
id_1751070982012_37sedscpu,2025-04-07,Cuponazo,"-3,00",movimiento,N-Efectivo,Lotería,,
id_1751070982012_o0wp1833p,2025-04-07,Regal tío,"500,00",movimiento,N-N26,Regalos,,
id_1751070982012_p7crpum0p,2025-04-07,Parking Ayto,"-21,00",movimiento,N-Santander,Varioscoche,,
id_1751070982012_w1353g6ym,2025-04-07,Cdad Garaje Manises,"-30,00",movimiento,N-Santander,Comunidad,,
id_1751070982012_5m9tk6xtm,2025-04-08,ALMUERZO,"-1,30",movimiento,D-Tarjeta,Ocio,,
id_1751070982012_vn7wgi9zy,2025-04-08,Aigua,"-2,20",movimiento,N-Efectivo,Comida,,
id_1751070982012_j4fg5at5o,2025-04-09,ALMUERZO,"-1,30",movimiento,D-Tarjeta,Ocio,,
id_1751070982012_m0vdk3u5x,2025-04-09,"TEVETENS, AFLOYAN Y BESITRANS","-2,86",movimiento,D-Tarjeta,Medicamentos,,
id_1751070982012_bl6ign22g,2025-04-09,GAS,"-17,92",movimiento,D-Myinvestor,Gas,,
id_1751070982012_9umfo42ik,2025-04-09,Esmorzar,"-1,60",movimiento,N-Efectivo,Comida,,
id_1751070982012_ctanjup8n,2025-04-09,Llibre Vinted Tio Rey,"12,00",movimiento,N-Naranja,Otros ingresos,,
id_1751070982012_tobbjodkv,2025-04-09,TRASPASO,"1500,00",traspaso,,,D-N26,D-Sabadell
id_1751070982012_80gne41j6,2025-04-09,FUNDA SOFA Y SILLAS,"-20,04",movimiento,D-N26,Otros gastos,,
id_1751070982012_n2yn3q670,2025-04-09,Casa Mundo,"-24,80",movimiento,N-Efectivo,Ocio,,
id_1751070982012_wvdr2onh6,2025-04-10,ALMUERZO,"-1,30",movimiento,D-Tarjeta,Ocio,,
id_1751070982012_kkg03q5oj,2025-04-10,TRASPASO,"44,00",traspaso,,,D-Sabadell,D-N26
id_1751070982012_l5l1m5xad,2025-04-10,ZAPATILLAS PÁDEL,"-28,30",movimiento,D-N26,Vestir,,
id_1751070982012_c99uhj12p,2025-04-10,DIVIDENDO TSMC,"0,78",movimiento,D-TradeRepublic,Intereses,,
id_1751070982012_uj7jrjjoo,2025-04-10,Esmorzar,"-1,60",movimiento,N-Efectivo,Comida,,
id_1751070982012_r02y6i8nc,2025-04-10,Gasoil,"-54,00",movimiento,N-Tarjeta,Combustible,,
id_1751070982012_was52gj8m,2025-04-11,PÁDEL,"-8,00",movimiento,D-Tarjeta,Deporte,,
id_1751070982012_dk0l026fl,2025-04-11,ALMUERZO,"-1,30",movimiento,D-Tarjeta,Ocio,,
id_1751070982012_k76dxzgf8,2025-04-11,TRASPASO,"4000,00",traspaso,,,N-Letras,N-Santander
id_1751070982012_lzck86v7c,2025-04-11,Comisión fin letras,"-6,00",movimiento,N-Santander,Otros gastos,,
id_1751070982012_lcdu9teau,2025-04-11,TRASPASO,"4000,00",traspaso,,,N-Santander,N-N26
id_1751070982012_lapdfq20e,2025-04-11,Esmorzar,"-3,00",movimiento,N-Efectivo,Comida,,
id_1751070982012_0wruieol6,2025-04-11,Dinar Recaptació,"-15,00",movimiento,N-Efectivo,Ocio,,
id_1751070982012_cdey14ohk,2025-04-11,ZAPATILLAS PÁDEL,"-21,37",movimiento,D-N26,Vestir,,
id_1751070982012_09cn4qmux,2025-04-11,MERCADONA,"-56,04",movimiento,D-Tarjeta,Comida,,
id_1751070982012_u8azb1w6h,2025-04-11,Pulsera,"-2,50",movimiento,N-Efectivo,Vestir,,
id_1751070982012_ww4xqhrg3,2025-04-11,Decathlon,"-50,97",movimiento,N-Efectivo,Vestir,,
id_1751070982012_l5e42wofv,2025-04-12,Esmorzar,"-14,00",movimiento,N-Efectivo,Ocio,,
id_1751070982012_f3yaq6u39,2025-04-12,Dinar Calp,"-41,00",movimiento,N-Efectivo,Ocio,,
id_1751070982012_8zfqbut85,2025-04-12,Visita bodega,"-55,00",movimiento,N-Efectivo,Ocio,,
id_1751070982012_y9nulysfr,2025-04-13,BONIFICACIÓN AMIGO,"20,00",movimiento,D-N26,Intereses,,
id_1751070982012_hvrurg7h2,2025-04-13,BONIFICACIÓN AMIGO,"20,00",movimiento,D-N26,Intereses,,
id_1751070982012_450qxwpxd,2025-04-13,PÁDEL,"-6,00",movimiento,D-Tarjeta,Deporte,,
id_1751070982012_0s6321c0f,2025-04-14,ALMUERZO,"-1,30",movimiento,D-Tarjeta,Ocio,,
id_1751070982012_vhqkrtoj2,2025-04-14,TRASPASO,"366,47",traspaso,,,D-Santander,D-Bbva
id_1751070982012_zirhfo5hh,2025-04-14,Esmorzar,"-2,20",movimiento,N-Efectivo,Comida,,
id_1751070982012_3p683v1ja,2025-04-14,Móvil,"-35,10",movimiento,N-Santander,Móvil,,
id_1751070982012_fvh99jekc,2025-04-14,Regal tío,"500,00",movimiento,N-Efectivo,Regalos,,
id_1751070982012_ziusgfj96,2025-04-14,Intereses,"59,83",movimiento,N-Sabadell,Intereses,,
id_1751070982012_9mb1k9bma,2025-04-14,INTERESES,"5,76",movimiento,D-Sabadell,Intereses,,
id_1751070982012_dnku4hxra,2025-04-15,ALMUERZO,"-1,30",movimiento,D-Tarjeta,Ocio,,
id_1751070982012_y6gar6usx,2025-04-15,Esmorzar,"-2,40",movimiento,N-Efectivo,Comida,,
id_1751070982012_plf3ajh9o,2025-04-15,Lidl,"-18,48",movimiento,N-Tarjeta,Comida,,
id_1751070982012_uxyb7shf8,2025-04-16,Reserva Inma Natura Suites,"-352,63",movimiento,N-Naranja,Otros gastos,,
id_1751070982012_p8a4twkyl,2025-04-16,ALMUERZO,"-1,30",movimiento,D-Tarjeta,Ocio,,
id_1751070982012_mtlvbs6nn,2025-04-16,Esmorzar,"-2,90",movimiento,N-Efectivo,Comida,,
id_1751070982012_opyef7j3r,2025-04-16,BATIDORA,"11,67",movimiento,D-Tarjeta,Variosvivienda,,
id_1751070982012_uo1xlf7c0,2025-04-17,ALMUERZO,"-1,30",movimiento,D-Tarjeta,Ocio,,
id_1751070982012_wtv1vu9pg,2025-04-17,Reserva Natura Suites,"-248,40",movimiento,N-Naranja,Ocio,,
id_1751070982012_m6shcoffy,2025-04-17,CASA,"-5,22",movimiento,D-Myinvestor,Luz,,
id_1751070982012_dwiju8btt,2025-04-17,TRASPASO,"5052,12",traspaso,,,D-Freedom24,D-Freedom24Fondo
id_1751070982012_vbv10g5y3,2025-04-17,CAMBIO DIVISAS,"-477,75",movimiento,D-Freedom24,Intereses,,
id_1751070982012_8j94mdtdi,2025-04-17,TRASPASO,"4470,13",traspaso,,,D-Freedom24,D-N26
id_1751070982012_nzuarbcuj,2025-04-17,PADEL,"-8,00",movimiento,D-Tarjeta,Deporte,,
id_1751070982012_w0kznlcs5,2025-04-17,Esmorzar,"-5,50",movimiento,N-Efectivo,Comida,,
id_1751070982012_4zmm1tp4t,2025-04-17,GASOLINA,"-70,02",movimiento,D-Tarjeta,Combustible,,
id_1751070982012_itwvz9jgz,2025-04-17,TRASPASO,"125,00",traspaso,,,D-Myinvestor,D-MyinvestorPensión
id_1751070982012_72w2p43u7,2025-04-17,CARGAR LOTOBOLSA,"-30,00",movimiento,D-Santander,Lotería,,
id_1751070982012_szpepjdv7,2025-04-17,Mercadona,"-36,25",movimiento,N-Efectivo,Comida,,
id_1751070982012_dl10y6hho,2025-04-18,SÁBANA BAJERA Y BATIDORA,"-27,23",movimiento,D-N26,Variosvivienda,,
id_1751070982012_vqy7y18bu,2025-04-19,MANTEL TRANSPARENTE,"-20,88",movimiento,D-N26,Variosvivienda,,
id_1751070982012_lhttch6ry,2025-04-19,MERCADONA,"-37,86",movimiento,D-Tarjeta,Comida,,
id_1751070982012_k2wia4rls,2025-04-19,Taronges,"-6,00",movimiento,N-Efectivo,Comida,,
id_1751070982012_2lwj9jy30,2025-04-19,Carrefour,"-64,03",movimiento,N-Tarjeta,Comida,,
id_1751070982012_iygt02f11,2025-04-19,Gasoil,"-39,25",movimiento,N-Tarjeta,Combustible,,
id_1751070982012_8nbi7372x,2025-04-20,Torrijas,"-16,00",movimiento,N-Efectivo,Otros gastos,,
id_1751070982012_unr29f1dy,2025-04-21,Dinar xino,"-37,25",movimiento,N-N26,Ocio,,
id_1751070982012_l9jkayexn,2025-04-22,ALMUERZO,"-1,30",movimiento,D-Tarjeta,Ocio,,
id_1751070982012_c16it8yu1,2025-04-22,Esmorzar,"-2,20",movimiento,N-Efectivo,Comida,,
id_1751070982012_vaz5r7kky,2025-04-22,PÁDEL,"-7,50",movimiento,D-Tarjeta,Deporte,,
id_1751070982012_d8yp5p0uz,2025-04-22,MANTEL Y MACETA,"-22,66",movimiento,D-Tarjeta,Variosvivienda,,
id_1751070982012_9kh7abifj,2025-04-22,MACETAS,"-10,40",movimiento,D-Tarjeta,Variosvivienda,,
id_1751070982012_hxotwhmqj,2025-04-23,ALMUERZO,"-1,30",movimiento,D-Tarjeta,Ocio,,
id_1751070982012_ttiarj2zs,2025-04-23,TRASPASO,"1100,00",traspaso,,,D-N26,D-Myinvestor
id_1751070982012_8g8ftr82w,2025-04-23,Diners tio,"500,00",movimiento,N-N26,Regalos,,
id_1751070982012_krj2s5yxl,2025-04-23,Esmorzar,"-1,60",movimiento,N-Efectivo,Comida,,
id_1751070982012_kj9ingy38,2025-04-23,Mercadona,"-3,33",movimiento,N-Efectivo,Comida,,
id_1751070982012_57y3cth1e,2025-04-23,TRASPASO,"500,00",traspaso,,,D-Tarjeta,D-Civislend
id_1751070982012_4i2k0sce1,2025-04-23,TRASPASO,"300,00",traspaso,,,D-Bbva,D-Tarjeta
id_1751070982012_0b4agij8q,2025-04-24,ALMUERZO,"-1,30",movimiento,D-Tarjeta,Ocio,,
id_1751070982012_w8eac9cau,2025-04-24,ESTANTERÍA,"-26,05",movimiento,D-N26,Variosvivienda,,
id_1751070982012_vy6z9vk3t,2025-04-24,Nómina,"1955,54",movimiento,N-Sabadell,Nómina,,
id_1751070982012_artxd1kgp,2025-04-24,Esmorzar,"-3,20",movimiento,N-Efectivo,Comida,,
id_1751070982012_da3j1drlg,2025-04-24,Tabla planchar Bauhaus,"-87,99",movimiento,N-Efectivo,Variosvivienda,,
id_1751070982012_cd8sha61h,2025-04-24,Funda tabla Tío,"-20,49",movimiento,N-Efectivo,Otros gastos,,
id_1751070982012_gc5tmpo6n,2025-04-25,ALMUERZO,"-1,30",movimiento,D-Tarjeta,Ocio,,
id_1751070982012_ziqhxtacy,2025-04-25,TRASPASO,"300,00",traspaso,,,D-N26,D-Criptan
id_1751070982012_jh0930v6c,2025-04-25,Esmorzar,"-5,60",movimiento,N-Efectivo,Comida,,
id_1751070982013_2vr0xkcz4,2025-04-25,Reserva Retiro Gilet,"-100,00",movimiento,N-N26,Otros gastos,,
id_1751070982013_eequgjg8a,2025-04-25,Reserva Retiro Gilet Eva,"-100,00",movimiento,N-N26,Otros gastos,,
id_1751070982013_efkfhdldl,2025-04-25,MERCADONA,"-3,55",movimiento,D-Tarjeta,Comida,,
id_1751070982013_neq5d7xkz,2025-04-26,COPAS BENIDORM,"-36,00",movimiento,D-Tarjeta,Ocio,,
id_1751070982013_lomh4qrhk,2025-04-26,CENA BENIDORM,"-60,75",movimiento,D-Tarjeta,Ocio,,
id_1751070982013_gbr7snv81,2025-04-26,CENA BENIDORM,"31,00",movimiento,D-Efectivo,Ocio,,
id_1751070982013_u441irv9y,2025-04-26,Benidorm,"-51,80",movimiento,N-Efectivo,Ocio,,
id_1751070982013_pgdsirpsm,2025-04-27,Misako Mochila blanca,"-29,99",movimiento,N-Tarjeta,Vestir,,
id_1751070982013_wjehkpxe3,2025-04-27,CENA BENIDORM,"-10,00",movimiento,D-Efectivo,Ocio,,
id_1751070982013_yxq1drzm7,2025-04-28,PISO DERRAMA,"-45,86",movimiento,D-Santander,Comunidad,,
id_1751070982013_koyb10u5w,2025-04-28,CASA,"-60,00",movimiento,D-Myinvestor,Comunidad,,
id_1751070982013_dq6ek8qyn,2025-04-28,DIVIDENDO LVMH,"2,96",movimiento,D-TradeRepublic,Intereses,,
id_1751070982013_vtz9iv7ls,2025-04-28,FIGURAS JARDIN,"-32,29",movimiento,D-N26,Variosvivienda,,
id_1751070982013_p0e9rvbwn,2025-04-29,NÓMINA,"1973,17",movimiento,D-Bbva,Nómina,,
id_1751070982013_ocdgmayvp,2025-04-29,ALMUERZO,"-1,30",movimiento,D-Tarjeta,Ocio,,
id_1751070982013_3gvjqlfct,2025-04-29,Esmorzar,"-1,60",movimiento,N-Efectivo,Comida,,
id_1751070982013_7ppm8p4zk,2025-04-29,Reserva Retiro Gilet Eva,"100,00",movimiento,N-N26,Otros gastos,,
id_1751070982013_2dc1l217z,2025-04-29,Funda tabla planchar tío,"20,49",movimiento,N-N26,Otros gastos,,
id_1751070982013_uw4b7qxkx,2025-04-29,TRASPASO,"500,00",traspaso,,,D-Bbva,D-Kraken
id_1751070982013_mp1pdtxb5,2025-04-30,ALMUERZO,"-1,30",movimiento,D-Tarjeta,Ocio,,
id_1751070982013_g0jeco401,2025-04-30,TRASPASO,"1290,52",traspaso,,,D-Myinvestor,D-Tarjeta
id_1751070982013_oeyl3l25y,2025-04-30,TRASPASO,"1684,80",traspaso,,,D-Sabadell,D-Tarjeta
id_1751070982013_pltty2db3,2025-04-30,TRASPASO,"866,47",traspaso,,,N-Santander,N-Tarjeta
id_1751070982013_4m06p8750,2025-04-30,TRASPASO,"1000,00",traspaso,,,N-Sabadell,N-Santander
id_1751070982013_p5op3fhwu,2025-04-30,TRASPASO,"500,00",traspaso,,,D-Bbva,D-Kraken
id_1751070982013_rpc8b32qp,2025-04-30,TRASPASO,"300,00",traspaso,,,D-Criptan,D-Kraken
id_1751070982013_8jsu5z4i9,2025-04-30,TRASPASO,"500,00",traspaso,,,D-Tarjeta,D-Housers
id_1751070982013_bvvqi7hmx,2025-04-30,Esmorzar,"-3,70",movimiento,N-Efectivo,Comida,,
id_1751070982013_beo5c0sct,2025-05-01,TRASPASO,"614,14",traspaso,,,D-N26,D-Santander
id_1751070982013_gidkpf4au,2025-05-01,TRASPASO,"1000,00",traspaso,,,D-N26,D-Sabadell
id_1751070982013_itx122ink,2025-05-01,TRASPASO,"400,00",traspaso,,,D-N26,D-TradeRepublic
id_1751070982013_5ppnv59za,2025-05-01,INTERESES,"2,13",movimiento,D-TradeRepublic,Intereses,,
id_1751070982013_qw7nh7c99,2025-05-01,TRASPASO,"538,28",traspaso,,,D-Santander,D-IndexaCapitalFondo
id_1751070982013_96gqf13hv,2025-05-01,TRASPASO,"620,96",traspaso,,,D-Sabadell,D-IndexaCapitalFondo
id_1751070982013_ntuall43n,2025-05-01,TRASPASO,"841,76",traspaso,,,D-N26,D-IndexaCapitalFondo
id_1751070982013_38ixbti21,2025-05-01,MAYO,"800,00",movimiento,D-Myinvestor,Alquiler,,
id_1751070982013_g3jwiaqtq,2025-05-01,TRASPASO,"700,00",traspaso,,,D-TradeRepublic,D-Sabadell
id_1751070982013_gr0inoahz,2025-05-01,VARIOSVIVIENDA,"-28,97",movimiento,D-N26,Variosvivienda,,
id_1751070982013_lewozbiow,2025-05-01,Int,"53,84",movimiento,N-TradeRepublic,Intereses,,
id_1751070982013_5g9tusl0c,2025-05-01,Int,"10,24",movimiento,N-N26,Intereses,,
id_1751070982013_8ul46qtct,2025-05-01,Gastos financieros,"-1,95",movimiento,N-N26,Impuestos,,
id_1751070982013_i8iar8rhr,2025-05-01,Int,"0,16",movimiento,N-Naranja,Intereses,,
id_1751070982013_aw2aa2ajl,2025-05-01,Taronges,"-6,00",movimiento,N-Efectivo,Comida,,
id_1751070982013_6qubqw8c8,2025-05-01,Gasoil,"-39,70",movimiento,N-Tarjeta,Combustible,,
id_1751070982013_kfm525iec,2025-05-01,Neteja cotxe,"-1,00",movimiento,N-Efectivo,Otros gastos,,
id_1751070982013_51nsntwlk,2025-05-01,TRASPASO,"200,00",traspaso,,,D-Myinvestor,D-MyinvestorFondo
id_1751070982013_0debx6rwc,2025-05-01,INTERESES,"0,01",movimiento,D-Naranja,Intereses,,
id_1751070982013_2andndk2j,2025-05-01,INTERESES,"2,51",movimiento,D-N26,Intereses,,
id_1751070982013_8ngs46ac6,2025-05-01,CARREFOUR,"-83,96",movimiento,D-Tarjeta,Comida,,
id_1751070982013_822z8kt75,2025-05-02,ALMUERZO,"-3,00",movimiento,D-Tarjeta,Ocio,,
id_1751070982013_zklkhcrb7,2025-05-02,TRASPASO,"220,00",traspaso,,,D-TradeRepublic,D-TradeRepublicFondo
id_1751070982013_v2mdc97ts,2025-05-02,TRASPASO,"70,00",traspaso,,,N-TradeRepublic,N-TradeRepublicFondos
id_1751070982013_a3ccznj23,2025-05-02,Esmorzar,"-5,50",movimiento,N-Efectivo,Comida,,
id_1751070982013_oxlpa91ul,2025-05-02,Arrend trastero,"100,00",movimiento,N-Santander,Otros ingresos,,
id_1751070982013_4wju8heyv,2025-05-02,Mapfre Salud,"-57,71",movimiento,N-Santander,Medicamentos,,
