id,fecha,descripcion,cantidad,tipo,cuenta,concepto,cuenta_origen,cuenta_destino
id_1751070982012_nrr6rrf7q,2025-02-10,Souvenirs Ronda,"-5,50",movimiento,N-Tarjeta,Otros gastos,,
id_1751070982012_r20z4zpcl,2025-02-10,Pastissets Ronda,"-5,80",movimiento,N-Tarjeta,Ocio,,
id_1751070982012_7lqolyfnl,2025-02-10,Esmorzar Ronda,"-9,80",movimiento,N-Tarjeta,Ocio,,
id_1751070982012_3ezorksxe,2025-02-10,Seguro Kadjar,"-299,03",movimiento,N-Santander,Seguros,,
id_1751070982012_vb1hm75t4,2025-02-10,TRASPASO,"65,02",traspaso,,,D-Myinvestor,D-MyinvestorFondo
id_1751070982012_aoriq9muo,2025-02-10,TRASPASO,"111,59",traspaso,,,D-Myinvestor,D-MyinvestorFondo
id_1751070982012_ya5e9ne68,2025-02-10,TRASPASO,"107,67",traspaso,,,D-Myinvestor,D-MyinvestorFondo
id_1751070982012_6li1h4aub,2025-02-10,TRASPASO,"108,30",traspaso,,,D-Myinvestor,D-MyinvestorFondo
id_1751070982012_rurmleynz,2025-02-10,TRASPASO,"139,21",traspaso,,,D-Myinvestor,D-MyinvestorFondo
id_1751070982012_wk3uii5fc,2025-02-10,TRASPASO,"10,00",traspaso,,,D-Sabadell,D-Bit2me
id_1751070982012_yernb4a20,2025-02-10,MÁLAGA A RONDA,"-22,90",movimiento,D-Efectivo,Ocio,,
id_1751070982012_3n4d2lcmc,2025-02-10,TRASPASO,"396,04",traspaso,,,D-Sabadell,D-Myinvestor
id_1751070982012_zly0v9glt,2025-02-10,CENA MÁLAGA,"-9,20",movimiento,D-Santander,Ocio,,
id_1751070982012_kqrhuxd41,2025-02-10,TRASPASO,"50,00",traspaso,,,D-Santander,D-Efectivo
id_1751070982012_w5780r6qd,2025-02-11,Gelats Málaga,"-6,40",movimiento,N-Tarjeta,Ocio,,
id_1751070982012_3ra20zfx8,2025-02-11,Sopar Pimpi,"-48,00",movimiento,N-Tarjeta,Ocio,,
id_1751070982012_sd8ft6rg2,2025-02-11,Bus Lanzadera Caminito,"-5,00",movimiento,N-Efectivo,Ocio,,
id_1751070982012_gg2rl4fbm,2025-02-11,Imán Caminito,"-0,90",movimiento,N-Efectivo,Ocio,,
id_1751070982012_812dn0rkx,2025-02-11,Tren Caminito,"-8,40",movimiento,N-Tarjeta,Ocio,,
id_1751070982012_zbwxjbn5w,2025-02-11,Tren Caminito,"-15,40",movimiento,N-Tarjeta,Ocio,,
id_1751070982012_83mnh9agm,2025-02-11,BONIFICACIÓN,"16,20",movimiento,D-Myinvestor,Intereses,,
id_1751070982012_epnojrcow,2025-02-11,DESAYUNO MÁLAGA,"-9,00",movimiento,D-Santander,Ocio,,
id_1751070982012_rgy333gg2,2025-02-11,TRASPASO,"200,00",traspaso,,,D-Sabadell,D-Myinvestor
id_1751070982012_qlkibosnt,2025-02-11,TRASPASO,"280,45",traspaso,,,D-Myinvestor,D-MyinvestorFondo
id_1751070982012_pnyp5304j,2025-02-11,IMÁN,"-2,10",movimiento,D-Efectivo,Ocio,,
id_1751070982012_s9tixflx8,2025-02-11,TRASPASO,"1500,00",traspaso,,,D-Revolut,D-Bit2me
id_1751070982012_xsp8ecoir,2025-02-12,Lowi,"-35,10",movimiento,N-Santander,Móvil,,
id_1751070982012_zqlf7i371,2025-02-12,Desdejuni Granier,"-6,60",movimiento,N-Tarjeta,Ocio,,
id_1751070982012_4ba1zm7ja,2025-02-12,Caramelos,"-1,80",movimiento,N-Tarjeta,Ocio,,
id_1751070982012_yak8t5p1z,2025-02-12,Bus Nerja,"-19,36",movimiento,N-Tarjeta,Ocio,,
id_1751070982012_cogurxe3w,2025-02-12,Entrades Coves Nerja,"-35,00",movimiento,N-Tarjeta,Ocio,,
id_1751070982012_xsf8y8fcs,2025-02-12,Dinar Indio Nerja,"-32,40",movimiento,N-Tarjeta,Ocio,,
id_1751070982012_mf53v38b5,2025-02-12,Gelats Málaga,"-7,80",movimiento,N-Tarjeta,Ocio,,
id_1751070982012_u13n7zzp5,2025-02-12,GAS,"-21,76",movimiento,D-Santander,Gas,,
id_1751070982012_06y00d21y,2025-02-12,TRASPASO,"9,71",traspaso,,,D-InteractiveBrokers,D-TradeRepublic
id_1751070982012_q30whgxs4,2025-02-12,CENA SANTANDER,"-26,50",movimiento,D-Santander,Ocio,,
id_1751070982012_bl740g8re,2025-02-13,Fruta,"-1,60",movimiento,N-Efectivo,Ocio,,
id_1751070982012_6a6idct1t,2025-02-13,Desdejuni Málaga,"-11,00",movimiento,N-Tarjeta,Ocio,,
id_1751070982012_4vdu8imdo,2025-02-13,Aigua,"-2,00",movimiento,N-Tarjeta,Ocio,,
id_1751070982012_1ndslu2pt,2025-02-13,TRASPASO,"1000,00",traspaso,,,D-Naranja,D-Degiro
id_1751070982012_039wtj10t,2025-02-13,TRASPASO,"200,14",traspaso,,,D-TradeRepublic,D-Ing
id_1751070982012_7wum0i1jc,2025-02-13,TRASPASO,"50,00",traspaso,,,D-Santander,D-Degiro
id_1751070982012_2aspgj2r3,2025-02-13,TAXI AVE A SAB,"-24,50",movimiento,D-Santander,Ocio,,
id_1751070982012_7tqs9aekh,2025-02-13,TRASPASO,"1000,00",traspaso,,,D-TradeRepublic,D-TradeRepublicFondo
id_1751070982012_14dmuipaa,2025-02-14,LUZ,"-13,18",movimiento,D-Santander,Luz,,
id_1751070982012_68d1z8zr5,2025-02-14,MINIPC N-ONE AIR,"-234,34",movimiento,D-Tarjeta,Regalos,,
id_1751070982012_0ttqflyl2,2025-02-14,Int,"56,63",movimiento,N-Sabadell,Intereses,,
id_1751070982012_mf2u9ttyn,2025-02-15,Esmorzar Hungría,"-7,50",movimiento,N-Tarjeta,Ocio,,
id_1751070982012_f7scb4fmw,2025-02-14,INTERESES,"2,22",movimiento,D-Sabadell,Intereses,,
id_1751070982012_lxraaqzmw,2025-02-14,CARREFOUR,"-123,55",movimiento,D-Santander,Comida,,
id_1751070982012_xh2ap6pcj,2025-02-14,TRASPASO,"100,00",traspaso,,,D-Tarjeta,D-Revolut
id_1751070982012_iz9xcs0dl,2025-02-15,PÁDEL,"-14,00",movimiento,D-Santander,Deporte,,
id_1751070982012_bfqmwafnb,2025-02-15,TRASPASO,"1500,00",traspaso,,,D-Bit2me,D-Criptan
id_1751070982012_ta7brjo75,2025-02-17,TRASPASO,"1500,00",traspaso,,,D-TradeRepublic,D-Ing
id_1751070982012_e1qlfgw21,2025-02-17,TRASPASO,"205,44",traspaso,,,D-Ing,D-Degiro
id_1751070982012_pjgy0rmt9,2025-02-17,TRASPASO,"320,00",traspaso,,,D-Naranja,D-Myinvestor
id_1751070982012_hqcf7vg51,2025-02-17,TRASPASO,"320,00",traspaso,,,D-Myinvestor,D-MyinvestorFondo
id_1751070982012_zefripklf,2025-02-17,TRASPASO,"1000,30",traspaso,,,D-TradeRepublic,D-TradeRepublicFondo
id_1751070982012_tcdbzqvsg,2025-02-17,PHARMATUSGRIP,"-11,60",movimiento,D-Santander,Medicamentos,,
id_1751070982012_0tv4hns90,2025-02-17,Aigua,"-0,60",movimiento,N-Efectivo,Comida,,
id_1751070982012_rlram8qg3,2025-02-17,Seguro Crucero Adriático,"-70,00",movimiento,N-Santander,Vacaciones,,
id_1751070982012_ua4jflyoz,2025-02-17,Reserva Crucero Adriático,"-280,00",movimiento,N-Santander,Vacaciones,,
id_1751070982012_rb6tyug9w,2025-02-17,Billetes Venecia,"-498,98",movimiento,N-Naranja,Vacaciones,,
id_1751070982012_zbs2drtqn,2025-02-17,ALMUERZO,"-1,30",movimiento,D-Santander,Ocio,,
id_1751070982012_f66d866pi,2025-02-17,SANDERO BOMBILLA DCHA,"-29,95",movimiento,D-Santander,Varioscoche,,
id_1751070982012_yhp6wnoyd,2025-02-18,ALMUERZO,"-1,30",movimiento,D-Santander,Ocio,,
id_1751070982012_d84epn2dw,2025-02-18,MEDICAMENTOS,"-7,68",movimiento,N-Tarjeta,Medicamentos,,
id_1751070982012_dhpydssyp,2025-02-19,ALMUERZO,"-1,30",movimiento,D-Santander,Ocio,,
id_1751070982012_lom9z2tpt,2025-02-19,TRASPASO,"500,00",traspaso,,,D-Ing,D-Civislend
id_1751070982012_q2htx7pj2,2025-02-19,TRASPASO,"500,00",traspaso,,,D-Ing,D-Housers
id_1751070982012_aypv22lwj,2025-02-19,DIVIDENCO ASML,"0,18",movimiento,D-TradeRepublic,Intereses,,
id_1751070982012_t19o57pgv,2025-02-19,TRASPASO,"525,00",traspaso,,,D-Ing,D-Sabadell
id_1751070982012_ouyemegg5,2025-02-19,GASOLINA,"-76,00",movimiento,D-Santander,Combustible,,
id_1751070982012_6dx0caqk2,2025-02-20,TRASPASO,"150,00",traspaso,,,N-Santander,N-Efectivo
id_1751070982012_5veajnkk7,2025-02-20,Esmorzar,"-5,00",movimiento,N-Tarjeta,Comida,,
id_1751070982012_zcpr5wnrx,2025-02-20,Serum Eleven Obi Adonia,"-38,50",movimiento,N-Santander,Higiene,,
id_1751070982012_dcv074w07,2025-02-20,ALMUERZO,"-1,30",movimiento,D-Santander,Ocio,,
id_1751070982012_2hr952xt6,2025-02-20,Pallardó Bono 4,"-140,00",movimiento,N-Efectivo,Higiene,,
id_1751070982012_pu5q8fy8m,2025-02-21,Tío Viatge Málaga,"100,00",movimiento,N-Santander,Ocio,,
id_1751070982012_8asq30xaq,2025-02-21,Aigua,"-0,60",movimiento,N-Efectivo,Comida,,
id_1751070982012_zq4jgfvdb,2025-02-21,Taronges,"-4,00",movimiento,N-Efectivo,Comida,,
id_1751070982012_nmivx5utk,2025-02-21,ALMUERZO,"-3,80",movimiento,D-Santander,Ocio,,
id_1751070982012_ndbszaul1,2025-02-22,MERCADONA,"-74,24",movimiento,D-Tarjeta,Comida,,
id_1751070982012_8u6yy8cpu,2025-02-22,GASOIL,"-60,00",movimiento,D-Tarjeta,Combustible,,
id_1751070982012_fahrv2p95,2025-02-22,Pago Hilaturas Torrijos mama,"50,00",movimiento,N-Efectivo,Otros gastos,,
id_1751070982012_z6jf9nqa2,2025-02-24,GELA,"-70,00",movimiento,D-Santander,Regalos,,
id_1751070982012_k9r7pkgln,2025-02-24,ALMUERZO,"-1,30",movimiento,D-Tarjeta,Ocio,,
id_1751070982012_bbva1ew6x,2025-02-24,Esmorzar,"-1,60",movimiento,N-Efectivo,Comida,,
id_1751070982012_vtivo82sg,2025-02-24,TRASPASO,"1000,00",traspaso,,,D-Tarjeta,D-Criptan
id_1751070982012_1irx0ds0a,2025-02-24,TRASPASO,"300,00",traspaso,,,D-Sabadell,D-TradeRepublic
id_1751070982012_xnn0oz6dj,2025-02-25,ALMUERZO,"-1,30",movimiento,D-Tarjeta,Ocio,,
id_1751070982012_ea3bd2iq0,2025-02-25,MEMORIA 16GB DDR4,"-20,33",movimiento,D-Tarjeta,Otros gastos,,
id_1751070982012_szzshmrm0,2025-02-25,Esmorzar,"-1,60",movimiento,N-Efectivo,Comida,,
id_1751070982012_5dxekwstz,2025-02-25,PERDIDA REINVEST24,"-100,00",movimiento,D-Sabadell,Intereses,,
id_1751070982012_mfldryn4a,2025-02-25,Nómina,"1955,54",movimiento,N-Sabadell,Nómina,,
id_1751070982012_i4qn68pve,2025-02-26,ALMUERZO,"-1,30",movimiento,D-Tarjeta,Ocio,,
id_1751070982012_l19l85cnq,2025-02-26,Aigua,"-0,60",movimiento,N-Efectivo,Comida,,
id_1751070982012_9hezxbjgk,2025-02-26,Vestido Erika,"-16,00",movimiento,N-Tarjeta,Vestir,,
id_1751070982012_wq7hvaf7b,2025-02-26,Jersei Marisa,"-18,99",movimiento,N-Tarjeta,Otros gastos,,
id_1751070982012_gu84b4w0d,2025-02-26,Jersei Marisa,"19,00",movimiento,N-Santander,Otros gastos,,
id_1751070982012_2k0e7e34y,2025-02-26,Neteja Yine,"-33,00",movimiento,N-Efectivo,Otros gastos,,
id_1751070982012_jcrhnw64a,2025-02-26,COMIDA,"-6,05",movimiento,D-Tarjeta,Comida,,
id_1751070982012_b9e9ql38q,2025-02-26,FEBRERO,"1973,17",movimiento,D-Sabadell,Nómina,,
id_1751070982012_kmxmtrwfm,2025-02-27,ALMUERZO,"-1,30",movimiento,D-Tarjeta,Ocio,,
id_1751070982012_dc8hanfxe,2025-02-27,COMUNIDAD,"-35,88",movimiento,D-Santander,Comunidad,,
id_1751070982012_cmxp3ygqc,2025-02-27,COMUNIDAD,"-45,86",movimiento,D-Santander,Comunidad,,
id_1751070982012_0o2lsg3gm,2025-02-27,Bioferta,"-97,89",movimiento,N-Santander,Higiene,,
id_1751070982012_r7cnv9jp2,2025-02-27,Esmorzar,"-4,20",movimiento,N-Efectivo,Comida,,
id_1751070982012_de8em5mng,2025-02-27,TRASPASO,"1000,00",traspaso,,,D-TradeRepublic,D-Sabadell
id_1751070982012_sxzpkow1e,2025-02-28,TRASPASO,"1378,24",traspaso,,,D-Sabadell,D-Tarjeta
id_1751070982012_ss21i98g9,2025-02-28,TRASPASO,"1968,58",traspaso,,,D-Sabadell,D-Tarjeta
id_1751070982012_jun8izarp,2025-02-28,TRASPASO,"570,90",traspaso,,,N-Santander,N-Tarjeta
id_1751070982012_v0f4fblrl,2025-02-28,Esmorzar,"-1,20",movimiento,N-Efectivo,Comida,,
id_1751070982012_z0svok2j8,2025-02-28,Depil Irena,"-5,00",movimiento,N-Efectivo,Peluquería,,
id_1751070982012_hrnfo1dtx,2025-02-28,Dinar Recaptació,"-16,00",movimiento,N-Tarjeta,Ocio,,
id_1751070982012_wo3wfradi,2025-02-28,TRASPASO,"5000,00",traspaso,,,D-Myinvestor,D-Sabadell
id_1751070982012_ves35fhar,2025-02-28,ALMUERZO,"-7,20",movimiento,D-Tarjeta,Ocio,,
id_1751070982012_68iwez254,2025-03-01,INTERESES,"0,45",movimiento,N-Naranja,Intereses,,
id_1751070982012_wwndgdpox,2025-03-01,INTERESES,"51,18",movimiento,N-TradeRepublic,Intereses,,
id_1751070982012_sn1qq1svq,2025-03-01,INTERESES,"5,93",movimiento,D-TradeRepublic,Intereses,,
id_1751070982012_voygx59ky,2025-03-01,INTERESES,"0,69",movimiento,D-Naranja,Intereses,,
id_1751070982012_gixnphffv,2025-03-01,MARZO,"800,00",movimiento,D-Santander,Alquiler,,
id_1751070982012_kfjqz5oqp,2025-03-01,CARREFOUR,"-120,20",movimiento,D-Tarjeta,Comida,,
id_1751070982012_mko0cnsb8,2025-03-02,PÁDEL,"-7,00",movimiento,D-Tarjeta,Deporte,,
id_1751070982012_xkndowkga,2025-03-02,ESCOBA ELÉCTRICA,"-67,70",movimiento,D-Tarjeta,Variosvivienda,,
id_1751070982012_vlx9qx7k5,2025-03-02,VARIOS VIVIENDA,"-20,88",movimiento,D-Tarjeta,Variosvivienda,,
id_1751070982012_s0wa3wb0g,2025-03-03,CASA,"-60,00",movimiento,D-Santander,Comunidad,,
id_1751070982012_s0py1ujrs,2025-03-03,ALMUERZO,"-1,30",movimiento,D-Tarjeta,Ocio,,
id_1751070982012_qls3k9f64,2025-03-03,TRASPASO,"7500,00",traspaso,,,D-Myinvestor,D-TradeRepublic
id_1751070982012_dcg5ii9iq,2025-03-03,Mapfre Salud,"-57,71",movimiento,N-Santander,Medicamentos,,
id_1751070982012_pglvhz1kv,2025-03-03,TRASPASO,"1000,00",traspaso,,,N-Sabadell,N-Santander
id_1751070982012_urkvtiavx,2025-03-03,Arrend Trastero,"100,00",movimiento,N-Santander,Otros ingresos,,
id_1751070982012_8z98rxxwo,2025-03-03,TRASPASO,"1253,57",traspaso,,,D-Sabadell,D-TradeRepublic
id_1751070982012_k8nzzv95w,2025-03-03,TRASPASO,"300,00",traspaso,,,N-Sabadell,N-Naranja
id_1751070982012_uigzqzj0v,2025-03-03,Esmorzar,"-1,40",movimiento,N-Efectivo,Comida,,
id_1751070982012_auhx0sl6x,2025-03-03,Excursiones para cruceros Adriatico,"-156,00",movimiento,N-Naranja,Vacaciones,,
id_1751070982012_8g0k4ckd9,2025-03-03,TRASPASO,"180,00",traspaso,,,D-Myinvestor,D-MyinvestorPensión
id_1751070982012_vbn58tc9c,2025-03-03,TRASPASO,"1030,00",traspaso,,,D-TradeRepublic,D-TradeRepublicFondo
id_1751070982012_fme5krh5e,2025-03-03,Traspaso,"70,00",traspaso,,,N-TradeRepublic,N-TradeRepublicFondos
id_1751070982012_958h1gq3l,2025-03-04,ALMUERZO,"-1,30",movimiento,D-Tarjeta,Ocio,,
id_1751070982012_7whe1ydmq,2025-03-04,Shore2shore Dubrovnik,"-54,60",movimiento,N-Naranja,Vacaciones,,
id_1751070982012_2ya41fa00,2025-03-04,Esmorzar,"-2,20",movimiento,N-Efectivo,Comida,,
id_1751070982012_jt2o1n9zq,2025-03-04,LIDL,"-9,59",movimiento,D-Tarjeta,Comida,,
id_1751070982012_o5g751fwo,2025-03-05,DERRAMA GARAJE,"-20,00",movimiento,D-Santander,Comunidad,,
id_1751070982012_mxvg3tk5c,2025-03-05,ALMUERZO,"-1,30",movimiento,D-Tarjeta,Ocio,,
id_1751070982012_i39rhkia8,2025-03-05,Gimnasio,"-74,00",movimiento,N-Santander,Deporte,,
id_1751070982012_v984km743,2025-03-05,Derrama Garaje Manises,"-20,00",movimiento,N-Santander,Comunidad,,
id_1751070982012_s47ghp1dq,2025-03-06,ALMUERZO,"-1,30",movimiento,D-Tarjeta,Ocio,,
id_1751070982012_1852xoo10,2025-03-06,TRASPASO,"1320,00",traspaso,,,D-Myinvestor,D-MyinvestorFondo
id_1751070982012_1sxjnyix6,2025-03-06,Esmorzar,"-1,40",movimiento,N-Efectivo,Comida,,
id_1751070982012_cuqh2fris,2025-03-06,Gastos febrero,"389,08",movimiento,N-Santander,Comunes,,
id_1751070982012_hbgiynlwn,2025-03-06,FEBRERO,"-389,08",movimiento,D-Santander,Comunes,,
id_1751070982012_ztzxsu4pb,2025-03-07,TRASPASO,"3000,00",traspaso,,,N-Letras,N-Santander
id_1751070982012_vihhsfsh3,2025-03-07,Comisión Letras,"-4,50",movimiento,N-Santander,Otros gastos,,
id_1751070982012_8rh6yukgx,2025-03-07,TRASPASO,"3000,00",traspaso,,,N-Santander,N-TradeRepublic
id_1751070982012_crztow7us,2025-03-07,INTERESES,"1,79",movimiento,D-Myinvestor,Intereses,,
id_1751070982012_ba8517any,2025-03-07,Esmorzar,"-5,50",movimiento,N-Efectivo,Comida,,
id_1751070982012_9txmtfio3,2025-03-07,PÁDEL,"-7,50",movimiento,D-Tarjeta,Deporte,,
id_1751070982012_7ikrqh8ms,2025-03-07,DIVIDENDOS ETF,"52,54",movimiento,D-TradeRepublic,Intereses,,
id_1751070982012_i1pm38ghb,2025-03-07,Entrades El Fantasma de la Ópera,"-144,00",movimiento,N-Naranja,Ocio,,
id_1751070982012_9xkh23xz1,2025-03-08,MERCADONA,"-85,18",movimiento,D-Tarjeta,Comida,,
id_1751070982012_tzzfginnk,2025-03-08,DUCHA MANISES MAMPARA/PLATO/GRIFO,"-870,00",movimiento,D-Sabadell,Variosvivienda,,
id_1751070982012_6ynrxa0vc,2025-03-09,"TEVETENS, AFLOYAN Y BESITRAN","-2,86",movimiento,D-Tarjeta,Medicamentos,,
id_1751070982012_2isjb0btj,2025-03-10,ALMUERZO,"-1,30",movimiento,D-Tarjeta,Ocio,,
id_1751070982012_80sn5s76i,2025-03-10,Vinted Chaqueta Pana,"7,50",movimiento,N-Naranja,Otros ingresos,,
id_1751070982012_wqwb6evrw,2025-03-10,Parking Ayto,"-21,00",movimiento,N-Santander,Varioscoche,,
id_1751070982012_kt50w1tq4,2025-03-10,Esmorzar,"-1,60",movimiento,N-Efectivo,Comida,,
id_1751070982012_6yaqixuva,2025-03-10,Taronges,"-2,29",movimiento,N-Efectivo,Comida,,
id_1751070982012_4n9s0aw2o,2025-03-10,Bioferta,"-38,71",movimiento,N-Santander,Higiene,,
id_1751070982012_1k6eql09k,2025-03-10,Pendientes Singularu,"-19,00",movimiento,N-Santander,Vestir,,
id_1751070982012_gvfs6lmwi,2025-03-11,ALMUERZO,"-1,30",movimiento,D-Tarjeta,Ocio,,
id_1751070982012_y6ljigxgm,2025-03-11,Esmorzar,"-5,50",movimiento,N-Tarjeta,Comida,,
id_1751070982012_53tem62jm,2025-03-11,PELUQUERÍA,"-108,50",movimiento,N-Tarjeta,Peluquería,,
id_1751070982012_gzpavp7og,2025-03-12,ALMUERZO,"-1,30",movimiento,D-Tarjeta,Ocio,,
id_1751070982012_qrmxybbak,2025-03-12,Pila rellotge Viceroy,"-5,00",movimiento,N-Efectivo,Vestir,,
id_1751070982012_1nfgmoli4,2025-03-12,Esmorzar,"-1,60",movimiento,N-Efectivo,Comida,,
id_1751070982012_feqs95f6k,2025-03-12,Lowi,"-35,00",movimiento,N-Santander,Móvil,,
id_1751070982012_8c58lr163,2025-03-12,CENA LOS TONELES,"-18,30",movimiento,D-Tarjeta,Ocio,,
id_1751070982012_sth0f8xaz,2025-03-12,Trufes mongetes Godella,"-13,50",movimiento,N-Tarjeta,Comida,,
id_1751070982012_kbe8kz80y,2025-03-13,LÁMPARA,"-29,09",movimiento,D-Tarjeta,Variosvivienda,,
id_1751070982012_r5zqvsrmf,2025-03-13,Esmorzar,"-2,20",movimiento,N-Efectivo,Comida,,
id_1751070982012_resljgvrs,2025-03-13,Taronges,"-4,00",movimiento,N-Efectivo,Comida,,
id_1751070982012_rajf5nuef,2025-03-13,DIVIDENDOS,"0,32",movimiento,D-TradeRepublic,Intereses,,
id_1751070982012_5zl8rmfsg,2025-03-13,MERCADONA,"-8,05",movimiento,D-Tarjeta,Comida,,
id_1751070982012_yrsxf6fu1,2025-03-14,Entrades Magos Alm,"-20,00",movimiento,N-Naranja,Ocio,,
id_1751070982012_l6j12gu5u,2025-03-14,PÁDEL,"-5,00",movimiento,D-Tarjeta,Deporte,,
id_1751070982012_6ls81chsi,2025-03-14,Esmorzar,"-7,50",movimiento,N-Tarjeta,Comida,,
id_1751070982012_4d956yr00,2025-03-14,MERCADONA,"-70,82",movimiento,D-Tarjeta,Comida,,
id_1751070982012_3x004xbna,2025-03-14,Int,"52,84",movimiento,N-Sabadell,Intereses,,
id_1751070982012_mh780me23,2025-03-15,COMIDA FALLAS,"-55,90",movimiento,D-Tarjeta,Ocio,,
id_1751070982012_3n4lxvj8q,2025-03-15,Cuadritos Fallas,"-10,00",movimiento,N-Efectivo,Otros gastos,,
id_1751070982012_pcow59tvl,2025-03-15,Esmorzar Falles,"-13,00",movimiento,N-Tarjeta,Ocio,,
id_1751070982012_pao6z8m24,2025-03-17,ALMUERZO,"-1,30",movimiento,D-Tarjeta,Ocio,,
id_1751070982012_ir8j45cjw,2025-03-17,DIVIDENDO ALPHABET,"0,17",movimiento,D-TradeRepublic,Intereses,,
id_1751070982012_fdcd3xzgo,2025-03-17,TRASPASO,"1000,30",traspaso,,,D-TradeRepublic,D-TradeRepublicFondo
id_1751070982012_c3ra3w772,2025-03-17,TRASPASO,"2100,00",traspaso,,,D-TradeRepublic,D-TradeRepublicFondo
id_1751070982012_jrf1n5vp0,2025-03-17,PADEL,"-1,75",movimiento,D-Tarjeta,Deporte,,
id_1751070982012_dgm7a5l24,2025-03-17,DIVIDENDOS ETF,"0,23",movimiento,D-Myinvestor,Intereses,,
id_1751070982012_sfuwmevjg,2025-03-17,INTERESES,"1,64",movimiento,D-Sabadell,Intereses,,
id_1751070982012_ql0apubs3,2025-03-17,Traspaso,"500,00",traspaso,,,N-Santander,N-Naranja
id_1751070982012_5yv0jiiu0,2025-03-17,Ocaso seguro,"-10,48",movimiento,N-Santander,Otros gastos,,
id_1751070982012_dsjqerq1x,2025-03-17,Kinky Boots Olympia,"-78,00",movimiento,N-Naranja,Ocio,,
id_1751070982012_3izn36sf7,2025-03-18,Esmorzar,"-1,60",movimiento,N-Efectivo,Comida,,
id_1751070982012_ib2d63zt8,2025-03-18,DIVIDENDO ETF,"0,65",movimiento,D-TradeRepublic,Intereses,,
id_1751070982012_4tmojm5b1,2025-03-18,GASOLINA,"-79,00",movimiento,D-Tarjeta,Combustible,,
id_1751070982012_527qg92yq,2025-03-19,GUITARRA ELÉCTRICA,"-141,82",movimiento,D-Santander,Otros gastos,,
id_1751070982012_bvfgni7i,2025-03-19,TRASPASO,"125,00",traspaso,,,D-Myinvestor,D-MyinvestorPensión
id_1751070982012_sucd4dx6j,2025-03-19,Gasoil,"-56,00",movimiento,N-Tarjeta,Combustible,,
id_1751070982012_u9cqeezpb,2025-03-20,Esmorzar,"-2,00",movimiento,N-Efectivo,Comida,,
id_1751070982012_kkzife1a0,2025-03-20,CAMISETAS,"-20,33",movimiento,D-Myinvestor,Vestir,,
id_1751070982012_sc1ycnub0,2025-03-20,TRASPASO,"529,64",traspaso,,,D-Bit2me,D-Coinbase
id_1751070982012_4wl30jyal,2025-03-21,Aigua,"-0,60",movimiento,N-Efectivo,Comida,,
id_1751070982012_r30g8javn,2025-03-21,Esmorzar,"-5,50",movimiento,N-Tarjeta,Comida,,
id_1751070982012_x93p1spv2,2025-03-21,FRUTERÍA,"-7,66",movimiento,D-Tarjeta,Comida,,
id_1751070982012_ijen3r3vg,2025-03-21,PÁDEL,"-7,50",movimiento,D-Tarjeta,Deporte,,
id_1751070982012_mfhxxiihs,2025-03-21,Carrefour,"-6,02",movimiento,N-Tarjeta,Comida,,
id_1751070982012_rye41j69v,2025-03-22,GUITARRA ACÚSTICA,"-37,38",movimiento,D-Myinvestor,Otros gastos,,
id_1751070982012_7lvumr6lg,2025-03-22,MERCADONA,"-99,45",movimiento,D-Tarjeta,Comida,,
id_1751070982012_hhgnm2qrz,2025-03-22,VARIOS VIVIENDA,"-22,15",movimiento,D-Tarjeta,Variosvivienda,,
id_1751070982012_di8tla80e,2025-03-24,Esmorzar,"-1,60",movimiento,N-Efectivo,Comida,,
id_1751070982012_n8ee4twsz,2025-03-24,Diners tío,"500,00",movimiento,N-Efectivo,Regalos,,
id_1751070982012_ne71jeg6q,2025-03-24,Excursión Zadar,"-52,80",movimiento,N-Naranja,Vacaciones,,
id_1751070982012_o0fk3ihwb,2025-03-24,ALMUERZO,"-1,30",movimiento,D-Tarjeta,Ocio,,
id_1751070982012_lq8gqdfoj,2025-03-25,ALMUERZO,"-1,30",movimiento,D-Tarjeta,Ocio,,
id_1751070982012_0d70xdzoe,2025-03-25,COMPRA BITCOINS,"1000,00",traspaso,,,D-Tarjeta,D-Criptan
id_1751070982012_yp3cx6dr1,2025-03-25,TRASPASO,"1131,64",traspaso,,,D-Sabadell,D-Myinvestor
id_1751070982012_sbiewa7oa,2025-03-25,CASA,"-10,17",movimiento,D-Santander,Luz,,
id_1751070982012_ipc1ktds0,2025-03-25,TRASPASO,"1000,00",traspaso,,,D-TradeRepublic,D-Myinvestor
id_1751070982012_kcgcf62n6,2025-03-25,TRASPASO,"1000,00",traspaso,,,D-Myinvestor,D-Criptan
id_1751070982012_8w7zie4u1,2025-03-25,CHORRADICAS GUITARRA,"-27,09",movimiento,D-Myinvestor,Otros gastos,,
id_1751070982012_geu8f2o72,2025-03-25,MERCADONA,"-9,83",movimiento,D-Tarjeta,Comida,,
id_1751070982012_alljzshho,2025-03-25,BONO PÁDEL,"-50,00",movimiento,D-Tarjeta,Deporte,,
id_1751070982012_bc9u2ksfn,2025-03-26,ALMUERZO,"-1,30",movimiento,D-Tarjeta,Ocio,,
id_1751070982012_nebila1li,2025-03-26,NÓMINA,"1973,17",movimiento,D-Sabadell,Nómina,,
id_1751070982012_jmi3ev1kp,2025-03-26,Pila mando garaje,"-2,50",movimiento,N-Efectivo,Otros gastos,,
id_1751070982012_ogt0ed3ct,2025-03-26,Esmorzar,"-2,80",movimiento,N-Efectivo,Comida,,
