FECHA,CUENTAS,CONCEPTO,IMPORTE,DESCRIPCION
04/09/2025,SABADELL,GARAJE,60,GARAJE
06/09/2025,SABADELL,TRASPASOS,-2000,TRASPASOS
06/09/2025,CUENTA MYINVESTOR,TRASPASOS,2000,TRASPASOS
09/09/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
09/09/2025,MSCI WORLD USD (ACC),TRASPASOS,250,TRASPASOS
09/09/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
09/09/2025,MSCI EMERGING MARKETS EUR (ACC),TRASPASOS,250,TRASPASOS
09/09/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
09/09/2025,CORE S&P 500 USD (ACC),TRASPASOS,250,TRASPASOS
09/09/2025,TRADE REPUBLIC,TRASPASOS,-325,TRASPASOS
09/09/2025,CORE MSCI EUROPE EUR (ACC),TRASPASOS,325,TRASPASOS
09/09/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
09/09/2025,NASDAQ 100 SWAP USD (ACC),TRASPASOS,250,TRASPASOS
15/09/2025,SABADELL,LUZ,"-46,95",LUZ
16/09/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
16/09/2025,MSCI WORLD USD (ACC),TRASPASOS,250,TRASPASOS
16/09/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
16/09/2025,MSCI EMERGING MARKETS EUR (ACC),TRASPASOS,250,TRASPASOS
16/09/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
16/09/2025,CORE S&P 500 USD (ACC),TRASPASOS,250,TRASPASOS
16/09/2025,TRADE REPUBLIC,TRASPASOS,-325,TRASPASOS
16/09/2025,CORE MSCI EUROPE EUR (ACC),TRASPASOS,325,TRASPASOS
16/09/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
16/09/2025,NASDAQ 100 SWAP USD (ACC),TRASPASOS,250,TRASPASOS
17/09/2025,SABADELL,TRANSPORTE,"-56,23",IMPUESTOS COCHE
18/09/2025,SABADELL,TRANSPORTE,"56,23",IMPUESTOS COCHE
23/09/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
23/09/2025,MSCI WORLD USD (ACC),TRASPASOS,250,TRASPASOS
23/09/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
23/09/2025,MSCI EMERGING MARKETS EUR (ACC),TRASPASOS,250,TRASPASOS
23/09/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
23/09/2025,CORE S&P 500 USD (ACC),TRASPASOS,250,TRASPASOS
23/09/2025,TRADE REPUBLIC,TRASPASOS,-325,TRASPASOS
23/09/2025,CORE MSCI EUROPE EUR (ACC),TRASPASOS,325,TRASPASOS
23/09/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
23/09/2025,NASDAQ 100 SWAP USD (ACC),TRASPASOS,250,TRASPASOS
24/09/2025,CUENTA MYINVESTOR,INTERESES,"1,3",INTERESES
25/09/2025,CUENTA NARANJA,PENSION,"315,9",PENSION MAMA
25/09/2025,SABADELL,PENSION,"2263,71",PENSION
26/09/2025,CAJA,PELUQUERIA PAPA,-7,PELUQUERIA PAPA
26/09/2025,CAJA,MEDICAMENTOS MAMA,"-4,45",MEDICAMENTOS MAMA
26/09/2025,CAJA,MEDICO PAPA,-30,PODOLOGO
26/09/2025,CAJA,MEDICO MAMA,-60,PODOLOGO Y MASAJISTA
26/09/2025,CAJA,COMIDA,"-98,55",COMIDA
27/09/2025,DEPOSITO SABADELL,TRASPASOS,-55000,TRASPASOS
27/09/2025,SABADELL,TRASPASOS,55000,TRASPASOS
27/09/2025,SABADELL,INTERESES,"1336,5",INTERESES
28/09/2025,SABADELL,TRASPASOS,-6000,TRASPASOS
28/09/2025,CRIPTAN,TRASPASOS,6000,TRASPASOS
29/09/2025,SABADELL,TELEFONO,"-27,98",TELEFONO
29/09/2025,SABADELL,TRASPASOS,-12000,TRASPASOS
29/09/2025,CRIPTAN,TRASPASOS,12000,TRASPASOS
30/09/2025,SABADELL,MATERIAL HIGIENE,"-31,65",MATERIAL HIGIENE
30/09/2025,SABADELL,MATERIAL LIMPIEZA,"-10,85",MATERIAL LIMPIEZA
30/09/2025,SABADELL,MEDICAMENTOS MAMA,"-87,52",MEDICAMENTOS MAMA
30/09/2025,SABADELL,MEDICAMENTOS PAPA,"-5,57",MEDICAMENTOS PAPA
30/09/2025,SABADELL,COMIDA,"-400,2",COMIDA
30/09/2025,SABADELL,TRASPASOS,-15000,TRASPASOS
30/09/2025,TRADE REPUBLIC,TRASPASOS,15000,TRASPASOS
30/09/2025,TRADE REPUBLIC,TRASPASOS,-15000,TRASPASOS
30/09/2025,PRIVATE MARKET,TRASPASOS,15000,TRASPASOS
30/09/2025,TRADE REPUBLIC,INTERESES,-1,INTERESES
30/09/2025,PRIVATE MARKET,INTERESES,150,INTERESES
01/10/2025,SABADELL,GAS,"-23,14",GAS
01/10/2025,SABADELL,COMUNIDAD,-30,COMUNIDAD
01/10/2025,SABADELL,TRASPASOS,-12000,TRASPASOS
01/10/2025,CUENTA MYINVESTOR,TRASPASOS,12000,TRASPASOS
01/10/2025,CUENTA MYINVESTOR,TRASPASOS,-6000,TRASPASOS
01/10/2025,FONDO MYINVESTOR,TRASPASOS,6000,TRASPASOS
01/10/2025,CUENTA NARANJA,INTERESES,"0,08",INTERESES
01/10/2025,TRADE REPUBLIC,INTERESES,"46,19",INTERESES
02/10/2025,SABADELL,TRASPASOS,-11000,TRASPASOS
02/10/2025,TRADE REPUBLIC,TRASPASOS,11000,TRASPASOS
02/10/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
02/10/2025,MSCI WORLD USD (ACC),TRASPASOS,250,TRASPASOS
02/10/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
02/10/2025,MSCI EMERGING MARKETS EUR (ACC),TRASPASOS,250,TRASPASOS
02/10/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
02/10/2025,CORE S&P 500 USD (ACC),TRASPASOS,250,TRASPASOS
02/10/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
02/10/2025,CORE MSCI EUROPE EUR (ACC),TRASPASOS,250,TRASPASOS
02/10/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
02/10/2025,NASDAQ 100 SWAP USD (ACC),TRASPASOS,250,TRASPASOS
03/10/2025,SABADELL,AGUA,"-3,4",AGUA
03/10/2025,SABADELL,AGUA,"-73,05",AGUA
03/10/2025,CUENTA MYINVESTOR,INTERESES,"6,42",INTERESES
06/10/2025,SABADELL,GARAJE,60,GARAJE
06/10/2025,SABADELL,TRASPASOS,-2000,TRASPASOS
06/10/2025,CUENTA MYINVESTOR,TRASPASOS,2000,TRASPASOS
06/10/2025,SABADELL,PELUQUERIA MAMA,-24,PELUQUERIA MAMA
07/10/2025,CUENTA MYINVESTOR,INTERESES,"-1,22",INTERESES
09/10/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
09/10/2025,MSCI WORLD USD (ACC),TRASPASOS,250,TRASPASOS
09/10/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
09/10/2025,MSCI EMERGING MARKETS EUR (ACC),TRASPASOS,250,TRASPASOS
09/10/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
09/10/2025,CORE S&P 500 USD (ACC),TRASPASOS,250,TRASPASOS
09/10/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
09/10/2025,CORE MSCI EUROPE EUR (ACC),TRASPASOS,250,TRASPASOS
09/10/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
09/10/2025,NASDAQ 100 SWAP USD (ACC),TRASPASOS,250,TRASPASOS
09/10/2025,CUENTA MYINVESTOR,TRASPASOS,-5000,TRASPASOS
09/10/2025,FONDO MYINVESTOR,TRASPASOS,5000,TRASPASOS
10/10/2025,BANCO DE ESPAÑA,TRASPASOS,-25000,TRASPASOS
10/10/2025,SABADELL,TRASPASOS,25000,TRASPASOS
10/10/2025,SABADELL,INTERESES,"-37,5",GASTOS BANCO ESPAÑA
10/10/2025,SABADELL,ENSERES,"-22,71",ENSERES
11/10/2025,SABADELL,TRASPASOS,-15000,TRASPASOS
11/10/2025,CUENTA MYINVESTOR,TRASPASOS,15000,TRASPASOS
11/10/2025,SABADELL,TRASPASOS,-8000,TRASPASOS
11/10/2025,CUENTA MYINVESTOR,TRASPASOS,8000,TRASPASOS
11/10/2025,SABADELL,TRASPASOS,-2000,TRASPASOS
11/10/2025,CUENTA MYINVESTOR,TRASPASOS,2000,TRASPASOS
15/10/2025,SABADELL,LUZ,"-32,75",LUZ
16/10/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
16/10/2025,MSCI WORLD USD (ACC),TRASPASOS,250,TRASPASOS
16/10/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
16/10/2025,MSCI EMERGING MARKETS EUR (ACC),TRASPASOS,250,TRASPASOS
16/10/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
16/10/2025,CORE S&P 500 USD (ACC),TRASPASOS,250,TRASPASOS
16/10/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
16/10/2025,CORE MSCI EUROPE EUR (ACC),TRASPASOS,250,TRASPASOS
16/10/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
16/10/2025,NASDAQ 100 SWAP USD (ACC),TRASPASOS,250,TRASPASOS
18/10/2025,SABADELL,TELEFONO,-15,FUNDA MOVIL
23/10/2025,SABADELL,GASTOS MAMA,"-7,5",CUOTA SOCIO MÚSICA
23/10/2025,SABADELL,GASTOS PAPA,"-7,5",CUOTA SOCIO MÚSICA
23/10/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
23/10/2025,MSCI WORLD USD (ACC),TRASPASOS,250,TRASPASOS
23/10/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
23/10/2025,MSCI EMERGING MARKETS EUR (ACC),TRASPASOS,250,TRASPASOS
23/10/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
23/10/2025,CORE S&P 500 USD (ACC),TRASPASOS,250,TRASPASOS
23/10/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
23/10/2025,CORE MSCI EUROPE EUR (ACC),TRASPASOS,250,TRASPASOS
23/10/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
23/10/2025,NASDAQ 100 SWAP USD (ACC),TRASPASOS,250,TRASPASOS
24/10/2025,CUENTA MYINVESTOR,INTERESES,"0,13",INTERESES
24/10/2025,CUENTA NARANJA,PENSION,"315,9",PENSION MAMA
24/10/2025,SABADELL,PENSION,"2263,71",PENSION
24/10/2025,SABADELL,TRASPASOS,-2000,TRASPASOS
24/10/2025,CUENTA MYINVESTOR,TRASPASOS,2000,TRASPASOS
30/10/2025,SABADELL,TELEFONO,"-23,15",TELEFONO
30/10/2025,CAJA,COMIDA,"-9,5",COMIDA
30/10/2025,CAJA,PELUQUERIA PAPA,-7,PELUQUERIA PAPA
30/10/2025,CAJA,GASTOS PAPA,"-11,5",GASTOS PAPA
30/10/2025,CAJA,MEDICO MAMA,-50,MEDICO MAMA
30/10/2025,CAJA,ROPA PAPA,-5,ROPA PAPA
30/10/2025,CAJA,REGALOS,-25,REGALOS
30/10/2025,CAJA,LOTERIA,-92,LOTERIA
31/10/2025,SABADELL,COMIDA,"-269,71",COMIDA
31/10/2025,SABADELL,MATERIAL HIGIENE,"-2,6",MATERIAL HIGIENE
31/10/2025,SABADELL,MEDICAMENTOS PAPA,"-6,88",MEDICAMENTOS PAPA
31/10/2025,SABADELL,MEDICAMENTOS MAMA,"-11,2",MEDICAMENTOS MAMA
31/10/2025,SABADELL,TRANSPORTE,"-5,4",TRANSPORTE
31/10/2025,SABADELL,TELEFONO,-15,TELEFONO
01/11/2025,TRADE REPUBLIC,INTERESES,"55,22",INTERESES
01/11/2025,CUENTA NARANJA,INTERESES,"0,15",INTERESES
01/11/2025,SABADELL,COMUNIDAD,-30,COMUNIDAD
03/11/2025,CUENTA MYINVESTOR,TRASPASOS,-5000,TRASPASOS
03/11/2025,FONDO MYINVESTOR,TRASPASOS,5000,TRASPASOS
03/11/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
03/11/2025,MSCI WORLD USD (ACC),TRASPASOS,250,TRASPASOS
03/11/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
03/11/2025,MSCI EMERGING MARKETS EUR (ACC),TRASPASOS,250,TRASPASOS
03/11/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
03/11/2025,CORE S&P 500 USD (ACC),TRASPASOS,250,TRASPASOS
03/11/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
03/11/2025,CORE MSCI EUROPE EUR (ACC),TRASPASOS,250,TRASPASOS
03/11/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
03/11/2025,NASDAQ 100 SWAP USD (ACC),TRASPASOS,250,TRASPASOS
06/11/2025,CUENTA MYINVESTOR,INTERESES,"35,45",INTERESES
06/11/2025,SABADELL,GARAJE,60,GARAJE
10/11/2025,SABADELL,IMPTO BASURA,-116,IMPTO BASURA
10/11/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
10/11/2025,MSCI WORLD USD (ACC),TRASPASOS,250,TRASPASOS
10/11/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
10/11/2025,MSCI EMERGING MARKETS EUR (ACC),TRASPASOS,250,TRASPASOS
10/11/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
10/11/2025,CORE S&P 500 USD (ACC),TRASPASOS,250,TRASPASOS
10/11/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
10/11/2025,CORE MSCI EUROPE EUR (ACC),TRASPASOS,250,TRASPASOS
10/11/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
10/11/2025,NASDAQ 100 SWAP USD (ACC),TRASPASOS,250,TRASPASOS
14/11/2025,SABADELL,PELUQUERIA MAMA,-24,PELUQUERIA MAMA
15/11/2025,SABADELL,LOTERIA,-6,LOTERIA
17/11/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
17/11/2025,MSCI WORLD USD (ACC),TRASPASOS,250,TRASPASOS
17/11/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
17/11/2025,MSCI EMERGING MARKETS EUR (ACC),TRASPASOS,250,TRASPASOS
17/11/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
17/11/2025,CORE S&P 500 USD (ACC),TRASPASOS,250,TRASPASOS
17/11/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
17/11/2025,CORE MSCI EUROPE EUR (ACC),TRASPASOS,250,TRASPASOS
17/11/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
17/11/2025,NASDAQ 100 SWAP USD (ACC),TRASPASOS,250,TRASPASOS
18/11/2025,SABADELL,LUZ,"-32,02",LUZ
21/11/2025,SABADELL,COMIDA,-22,COMIDA
24/11/2025,SABADELL,GAS,"-2,11",GAS
24/11/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
24/11/2025,MSCI WORLD USD (ACC),TRASPASOS,250,TRASPASOS
24/11/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
24/11/2025,MSCI EMERGING MARKETS EUR (ACC),TRASPASOS,250,TRASPASOS
24/11/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
24/11/2025,CORE S&P 500 USD (ACC),TRASPASOS,250,TRASPASOS
24/11/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
24/11/2025,CORE MSCI EUROPE EUR (ACC),TRASPASOS,250,TRASPASOS
24/11/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
24/11/2025,NASDAQ 100 SWAP USD (ACC),TRASPASOS,250,TRASPASOS
25/11/2025,CUENTA NARANJA,PENSION,"315,9",PENSION MAMA
25/11/2025,SABADELL,PENSION,"2263,71",PENSION
25/11/2025,SABADELL,PENSION,"2263,71",PENSION
26/11/2025,CUENTA NARANJA,TRASPASOS,-1000,TRASPASOS
26/11/2025,SABADELL,TRASPASOS,1000,TRASPASOS
26/11/2025,CAJA,MEDICAMENTOS PAPA,"-4,15",MEDICAMENTOS PAPA
26/11/2025,CAJA,PELUQUERIA PAPA,-7,PELUQUERIA PAPA
26/11/2025,CAJA,LOTERIA,-20,LOTERIA
26/11/2025,CAJA,MATERIAL HIGIENE,"-1,99",MATERIAL HIGIENE
26/11/2025,CAJA,COMIDA,"-166,86",COMIDA
27/11/2025,SABADELL,TELEFONO,"-22,35",TELEFONO
27/11/2025,SABADELL,TRASPASOS,-3000,TRASPASOS
27/11/2025,CUENTA MYINVESTOR,TRASPASOS,3000,TRASPASOS
28/11/2025,SABADELL,COMIDA,"-427,62",COMIDA
28/11/2025,SABADELL,MATERIAL HIGIENE,"-11,5",MATERIAL HIGIENE
28/11/2025,SABADELL,MATERIAL LIMPIEZA,"-9,25",MATERIAL LIMPIEZA
28/11/2025,SABADELL,ROPA MAMA,"-21,98",ROPA MAMA
28/11/2025,SABADELL,LOTERIA,-5,LOTERIA
28/11/2025,SABADELL,MEDICAMENTOS PAPA,"-11,05",MEDICAMENTOS PAPA
28/11/2025,SABADELL,MEDICAMENTOS MAMA,"-45,19",MEDICAMENTOS MAMA
01/12/2025,CUENTA NARANJA,INTERESES,"0,18",INTERESES
01/12/2025,TRADE REPUBLIC,INTERESES,"76,14",INTERESES
01/12/2025,SABADELL,COMUNIDAD,-30,COMUNIDAD
01/12/2025,CUENTA MYINVESTOR,TRASPASOS,-10000,TRASPASOS
01/12/2025,FONDO MYINVESTOR,TRASPASOS,10000,TRASPASOS
02/12/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
02/12/2025,MSCI WORLD USD (ACC),TRASPASOS,250,TRASPASOS
02/12/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
02/12/2025,MSCI EMERGING MARKETS EUR (ACC),TRASPASOS,250,TRASPASOS
02/12/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
02/12/2025,CORE S&P 500 USD (ACC),TRASPASOS,250,TRASPASOS
02/12/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
02/12/2025,CORE MSCI EUROPE EUR (ACC),TRASPASOS,250,TRASPASOS
02/12/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
02/12/2025,NASDAQ 100 SWAP USD (ACC),TRASPASOS,250,TRASPASOS
03/12/2025,CUENTA MYINVESTOR,INTERESES,"42,2",INTERESES
04/12/2025,SABADELL,TRASPASOS,-400,TRASPASOS
04/12/2025,CAJA,TRASPASOS,400,TRASPASOS
05/12/2025,SABADELL,GARAJE,60,GARAJE
09/12/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
09/12/2025,MSCI WORLD USD (ACC),TRASPASOS,250,TRASPASOS
09/12/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
09/12/2025,MSCI EMERGING MARKETS EUR (ACC),TRASPASOS,250,TRASPASOS
09/12/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
09/12/2025,CORE S&P 500 USD (ACC),TRASPASOS,250,TRASPASOS
09/12/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
09/12/2025,CORE MSCI EUROPE EUR (ACC),TRASPASOS,250,TRASPASOS
09/12/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
09/12/2025,NASDAQ 100 SWAP USD (ACC),TRASPASOS,250,TRASPASOS
16/12/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
16/12/2025,MSCI WORLD USD (ACC),TRASPASOS,250,TRASPASOS
16/12/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
16/12/2025,MSCI EMERGING MARKETS EUR (ACC),TRASPASOS,250,TRASPASOS
16/12/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
16/12/2025,CORE S&P 500 USD (ACC),TRASPASOS,250,TRASPASOS
16/12/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
16/12/2025,CORE MSCI EUROPE EUR (ACC),TRASPASOS,250,TRASPASOS
16/12/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
16/12/2025,NASDAQ 100 SWAP USD (ACC),TRASPASOS,250,TRASPASOS
17/12/2025,SABADELL,LUZ,"-26,03",LUZ
17/12/2025,SABADELL,REGALOS,"-8,35",ALMUERZO ASOCIACION
19/12/2025,SABADELL,PELUQUERIA MAMA,-36,PELUQUERIA MAMA
20/12/2025,SABADELL,MATERIAL HIGIENE,-14,MATERIAL HIGIENE
20/12/2025,CUENTA NARANJA,PENSION,"315,9",PENSION MAMA
21/12/2025,SABADELL,REGALOS,-50,CUMPLEAÑOS DANI
23/12/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
23/12/2025,MSCI WORLD USD (ACC),TRASPASOS,250,TRASPASOS
23/12/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
23/12/2025,MSCI EMERGING MARKETS EUR (ACC),TRASPASOS,250,TRASPASOS
23/12/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
23/12/2025,CORE S&P 500 USD (ACC),TRASPASOS,250,TRASPASOS
23/12/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
23/12/2025,CORE MSCI EUROPE EUR (ACC),TRASPASOS,250,TRASPASOS
23/12/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
23/12/2025,NASDAQ 100 SWAP USD (ACC),TRASPASOS,250,TRASPASOS
24/12/2025,SABADELL,PENSION,"2263,71",PENSION
24/12/2025,CAJA,LOTERIA,-60,LOTERIA
24/12/2025,CAJA,MEDICO MAMA,-80,MEDICO MAMA
24/12/2025,CAJA,MEDICO PAPA,-30,MEDICO PAPA
24/12/2025,CAJA,ENSERES,-5,ENSERES
24/12/2025,CAJA,MEDICAMENTOS MAMA,"-5,29",MEDICAMENTOS MAMA
24/12/2025,CAJA,REGALOS,-50,AGUINALDO ANGELA NIETA
24/12/2025,CAJA,PELUQUERIA PAPA,-7,PELUQUERIA PAPA
24/12/2025,CAJA,COMIDA,"-62,71",COMIDA
24/12/2025,SABADELL,INTERESES,"-0,26",INTERESES
25/12/2025,SABADELL,REGALOS,-500,AGUINALDO DANI
25/12/2025,SABADELL,REGALOS,-500,AGUINALDO GELA
25/12/2025,SABADELL,REGALOS,-500,AGUINALDO YOLI
25/12/2025,SABADELL,REGALOS,-500,AGUINALDO RUBEN
26/12/2025,SABADELL,REGALOS,-50,AGUINALDO VICENT
26/12/2025,SABADELL,REGALOS,-50,AGUINALDO MARC
26/12/2025,SABADELL,REGALOS,-50,AGUINALDO DANI
30/12/2025,SABADELL,TELEFONO,-23,TELEFONO
31/12/2025,SABADELL,COMIDA,"-390,81",COMIDA
31/12/2025,SABADELL,MATERIAL HIGIENE,"-14,5",MATERIAL HIGIENE
31/12/2025,SABADELL,MATERIAL LIMPIEZA,"-12,2",MATERIAL LIMPIEZA
31/12/2025,SABADELL,MEDICAMENTOS MAMA,"-55,58",MEDICAMENTOS MAMA
31/12/2025,SABADELL,MEDICAMENTOS PAPA,"-9,72",MEDICAMENTOS PAPA
01/01/2026,CUENTA NARANJA,INTERESES,"0,09",INTERESES
01/01/2026,TRADE REPUBLIC,INTERESES,"42,14",INTERESES
02/01/2026,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
02/01/2026,MSCI WORLD USD (ACC),TRASPASOS,250,TRASPASOS
02/01/2026,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
02/01/2026,MSCI EMERGING MARKETS EUR (ACC),TRASPASOS,250,TRASPASOS
02/01/2026,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
02/01/2026,CORE S&P 500 USD (ACC),TRASPASOS,250,TRASPASOS
02/01/2026,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
02/01/2026,CORE MSCI EUROPE EUR (ACC),TRASPASOS,250,TRASPASOS
02/01/2026,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
02/01/2026,NASDAQ 100 SWAP USD (ACC),TRASPASOS,250,TRASPASOS
02/01/2026,SABADELL,GARAJE,60,GARAJE
05/01/2026,SABADELL,GARAJE,-130,1º ABONO
05/01/2026,CUENTA MYINVESTOR,INTERESES,"38,64",INTERESES
05/01/2026,CUENTA MYINVESTOR,TRASPASOS,"-22123,07",TRASPASOS
05/01/2026,FONDO MYINVESTOR,TRASPASOS,"22123,07",TRASPASOS
06/01/2026,SABADELL,TRASPASOS,"-884,27",TRASPASOS
06/01/2026,CUENTA MYINVESTOR,TRASPASOS,"884,27",TRASPASOS
06/01/2026,CUENTA MYINVESTOR,INTERESES,"-7,34",INTERESES
06/01/2026,CUENTA MYINVESTOR,TRASPASOS,"-876,93",TRASPASOS
06/01/2026,FONDO MYINVESTOR,TRASPASOS,"876,93",TRASPASOS
07/01/2026,SABADELL,COMUNIDAD,-40,COMUNIDAD
08/01/2026,SABADELL,COMIDA,"-5,5",COMIDA
09/01/2026,SABADELL,LA ALIANZA,"-185,56",LA ALIANZA
09/01/2026,SABADELL,AGUA,"-72,46",AGUA
09/01/2026,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
09/01/2026,MSCI WORLD USD (ACC),TRASPASOS,250,TRASPASOS
09/01/2026,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
09/01/2026,MSCI EMERGING MARKETS EUR (ACC),TRASPASOS,250,TRASPASOS
09/01/2026,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
09/01/2026,CORE S&P 500 USD (ACC),TRASPASOS,250,TRASPASOS
09/01/2026,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
09/01/2026,CORE MSCI EUROPE EUR (ACC),TRASPASOS,250,TRASPASOS
09/01/2026,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
09/01/2026,NASDAQ 100 SWAP USD (ACC),TRASPASOS,250,TRASPASOS
13/01/2026,SABADELL,GASTOS MAMA,"-7,5",CUOTA SOCIO MÚSICA
13/01/2026,SABADELL,GASTOS PAPA,"-7,5",CUOTA SOCIO MÚSICA
13/01/2026,SABADELL,COMIDA,"-7,5",COMIDA
14/01/2026,SABADELL,COMIDA,"-43,78",CENA NAVIDAD
16/01/2026,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
16/01/2026,MSCI WORLD USD (ACC),TRASPASOS,250,TRASPASOS
16/01/2026,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
16/01/2026,MSCI EMERGING MARKETS EUR (ACC),TRASPASOS,250,TRASPASOS
16/01/2026,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
16/01/2026,CORE S&P 500 USD (ACC),TRASPASOS,250,TRASPASOS
16/01/2026,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
16/01/2026,CORE MSCI EUROPE EUR (ACC),TRASPASOS,250,TRASPASOS
16/01/2026,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
16/01/2026,NASDAQ 100 SWAP USD (ACC),TRASPASOS,250,TRASPASOS
16/01/2026,BANCO DE ESPAÑA,INTERESES,"-37,5",INTERESES
16/01/2026,BANCO DE ESPAÑA,TRASPASOS,"-24962,5",TRASPASOS
16/01/2026,SABADELL,TRASPASOS,"24962,5",TRASPASOS
16/01/2026,SABADELL,TRASPASOS,-5000,TRASPASOS
