FECHA,CUENTAS,CONCEPTO,IMPORTE,DESCRIPCION
31/12/2024,DEPOSITO SABADELL,INICIAL,55000,INICIAL
31/12/2024,TRADE REPUBLIC,INICIAL,"43591,9",INICIAL
31/12/2024,MSCI WORLD USD (ACC),INICIAL,2000,INICIAL
31/12/2024,MSCI EMERGING MARKETS EUR (ACC),INICIAL,2000,INICIAL
31/12/2024,CORE S&P 500 USD (ACC),INICIAL,0,INICIAL
31/12/2024,CORE MSCI EUROPE EUR (ACC),INICIAL,0,INICIAL
31/12/2024,NASDAQ 100 SWAP USD (ACC),INICIAL,0,INICIAL
31/12/2024,SABADELL,INICIAL,"1476,19",INICIAL
31/12/2024,CAJA,INICIAL,2800,INICIAL
31/12/2024,CUENTA NARANJA,INICIAL,"214,02",INICIAL
31/12/2024,CUENTA NO CUENTA,INICIAL,0,INICIAL
31/12/2024,FONDO CUENTA FIDELY GLOBAL TEC.,INICIAL,25000,INICIAL
31/12/2024,FONDO CUENTA NARANJA 90,INICIAL,50000,INICIAL
31/12/2024,DEPOSITO ING 4 MESES,INICIAL,15000,INICIAL
31/12/2024,BANCO DE ESPAÑA,INICIAL,50000,INICIAL
01/01/2025,CUENTA NARANJA,INTERESES,"0,66",INTERESES
01/01/2025,TRADE REPUBLIC,INTERESES,"118,2",INTERESES
02/01/2025,SABADELL,COMUNIDAD,-30,COMUNIDAD
02/01/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
02/01/2025,MSCI EMERGING MARKETS EUR (ACC),TRASPASOS,250,TRASPASOS
02/01/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
02/01/2025,MSCI WORLD USD (ACC),TRASPASOS,250,TRASPASOS
02/01/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
02/01/2025,CORE MSCI EUROPE EUR (ACC),TRASPASOS,250,TRASPASOS
02/01/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
02/01/2025,CORE S&P 500 USD (ACC),TRASPASOS,250,TRASPASOS
02/01/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
02/01/2025,NASDAQ 100 SWAP USD (ACC),TRASPASOS,250,TRASPASOS
04/01/2025,SABADELL,ZAPATILLAS MAMA,-25,ZAPATILLAS MAMA
04/01/2025,SABADELL,COMIDA,"-73,6",COMIDA
04/01/2025,SABADELL,GARAJE,60,GARAJE
05/01/2025,SABADELL,GARAJE,-130,GARAJE
06/01/2025,SABADELL,COMIDA,-175,COMIDA
07/01/2025,SABADELL,MEDICAMENTOS PAPA,"-4,24",MEDICAMENTOS PAPA
07/01/2025,SABADELL,MEDICAMENTOS MAMA,"-57,7",MEDICAMENTOS MAMA
08/01/2025,SABADELL,LA ALIANZA,"-177,77",LA ALIANZA
09/01/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
09/01/2025,MSCI EMERGING MARKETS EUR (ACC),TRASPASOS,250,TRASPASOS
09/01/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
09/01/2025,MSCI WORLD USD (ACC),TRASPASOS,250,TRASPASOS
09/01/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
09/01/2025,CORE MSCI EUROPE EUR (ACC),TRASPASOS,250,TRASPASOS
09/01/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
09/01/2025,CORE S&P 500 USD (ACC),TRASPASOS,250,TRASPASOS
09/01/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
09/01/2025,NASDAQ 100 SWAP USD (ACC),TRASPASOS,250,TRASPASOS
10/01/2025,SABADELL,INTERESES,"594,62",INTERESES
10/01/2025,SABADELL,GASTOS PAPA,"-6,25",CUOTA SOCIO MÚSICA
10/01/2025,SABADELL,GASTOS MAMA,"-6,25",CUOTA SOCIO MÚSICA
10/01/2025,SABADELL,TELEFONO,"-35,1",TELEFONO
16/01/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
16/01/2025,MSCI EMERGING MARKETS EUR (ACC),TRASPASOS,250,TRASPASOS
16/01/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
16/01/2025,MSCI WORLD USD (ACC),TRASPASOS,250,TRASPASOS
16/01/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
16/01/2025,CORE MSCI EUROPE EUR (ACC),TRASPASOS,250,TRASPASOS
16/01/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
16/01/2025,CORE S&P 500 USD (ACC),TRASPASOS,250,TRASPASOS
16/01/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
16/01/2025,NASDAQ 100 SWAP USD (ACC),TRASPASOS,250,TRASPASOS
20/01/2025,SABADELL,LUZ,"-48,34",LUZ
20/01/2025,SABADELL,GAS,"-19,83",GAS
21/01/2025,SABADELL,AGUA,"-33,53",AGUA
22/01/2025,SABADELL,GASTOS PAPA,-50,PAGO MULTA COCHE
23/01/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
23/01/2025,MSCI EMERGING MARKETS EUR (ACC),TRASPASOS,250,TRASPASOS
23/01/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
23/01/2025,MSCI WORLD USD (ACC),TRASPASOS,250,TRASPASOS
23/01/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
23/01/2025,CORE MSCI EUROPE EUR (ACC),TRASPASOS,250,TRASPASOS
23/01/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
23/01/2025,CORE S&P 500 USD (ACC),TRASPASOS,250,TRASPASOS
23/01/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
23/01/2025,NASDAQ 100 SWAP USD (ACC),TRASPASOS,250,TRASPASOS
23/01/2025,SABADELL,GASTOS PAPA,50,ABONO MULTA COCHE
24/01/2025,SABADELL,PENSION,"2263,71",PENSION
27/01/2025,CAJA,ROPA MAMA,-4,ROPA MAMA
27/01/2025,CAJA,REPARACIONES,"-6,5",REPARACIONES
27/01/2025,CAJA,LOTERIA,-7,LOTERIA
27/01/2025,CAJA,MATERIAL HIGIENE,"-18,95",MATERIAL HIGIENE
27/01/2025,CAJA,MATERIAL LIMPIEZA,"-20,45",MATERIAL LIMPIEZA
27/01/2025,CAJA,PELUQUERIA PAPA,-7,PELUQUERIA PAPA
27/01/2025,CAJA,COMIDA,"-636,1",COMIDA
27/01/2025,SABADELL,TRASPASOS,-2000,TRASPASOS
27/01/2025,TRADE REPUBLIC,TRASPASOS,2000,TRASPASOS
01/02/2025,CUENTA NARANJA,INTERESES,"0,15",INTERESES
01/02/2025,TRADE REPUBLIC,INTERESES,"104,02",INTERESES
03/02/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
03/02/2025,MSCI EMERGING MARKETS EUR (ACC),TRASPASOS,250,TRASPASOS
03/02/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
03/02/2025,MSCI WORLD USD (ACC),TRASPASOS,250,TRASPASOS
03/02/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
03/02/2025,CORE MSCI EUROPE EUR (ACC),TRASPASOS,250,TRASPASOS
03/02/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
03/02/2025,CORE S&P 500 USD (ACC),TRASPASOS,250,TRASPASOS
03/02/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
03/02/2025,NASDAQ 100 SWAP USD (ACC),TRASPASOS,250,TRASPASOS
03/02/2025,DEPOSITO ING 4 MESES,TRASPASOS,-15000,TRASPASOS
03/02/2025,CUENTA NARANJA,TRASPASOS,15000,TRASPASOS
03/02/2025,CUENTA NARANJA,INTERESES,"111,35",INTERESES
04/02/2025,CUENTA NARANJA,TRASPASOS,"-15326,18",TRASPASOS
04/02/2025,SABADELL,TRASPASOS,"15326,18",TRASPASOS
04/02/2025,SABADELL,TRASPASOS,-2000,TRASPASOS
04/02/2025,TRADE REPUBLIC,TRASPASOS,2000,TRASPASOS
05/02/2025,SABADELL,TRASPASOS,-2000,TRASPASOS
05/02/2025,TRADE REPUBLIC,TRASPASOS,2000,TRASPASOS
05/02/2025,SABADELL,MATERIAL HIGIENE,"-4,4",MATERIAL HIGIENE
05/02/2025,SABADELL,MATERIAL LIMPIEZA,"-9,85",MATERIAL LIMPIEZA
05/02/2025,SABADELL,COMIDA,"-22,45",COMIDA
06/02/2025,SABADELL,GARAJE,60,GARAJE
06/02/2025,SABADELL,TRASPASOS,-2000,TRASPASOS
06/02/2025,TRADE REPUBLIC,TRASPASOS,2000,TRASPASOS
07/02/2025,SABADELL,TRASPASOS,-2000,TRASPASOS
07/02/2025,TRADE REPUBLIC,TRASPASOS,2000,TRASPASOS
10/02/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
10/02/2025,MSCI EMERGING MARKETS EUR (ACC),TRASPASOS,250,TRASPASOS
10/02/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
10/02/2025,MSCI WORLD USD (ACC),TRASPASOS,250,TRASPASOS
10/02/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
10/02/2025,CORE MSCI EUROPE EUR (ACC),TRASPASOS,250,TRASPASOS
10/02/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
10/02/2025,CORE S&P 500 USD (ACC),TRASPASOS,250,TRASPASOS
10/02/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
10/02/2025,NASDAQ 100 SWAP USD (ACC),TRASPASOS,250,TRASPASOS
11/02/2025,SABADELL,MATERIAL HIGIENE,"-7,3",MATERIAL HIGIENE
11/02/2025,SABADELL,MATERIAL LIMPIEZA,"-4,3",MATERIAL LIMPIEZA
11/02/2025,SABADELL,COMIDA,"-25,39",COMIDA
12/02/2025,SABADELL,TELEFONO,-35,TELEFONO
13/02/2025,SABADELL,COMUNIDAD,-30,COMUNIDAD
13/02/2025,SABADELL,COMIDA,"-30,46",COMIDA
14/02/2025,SABADELL,REGALOS,-32,REGALOS
15/02/2025,SABADELL,COMIDA,"-25,45",COMIDA
15/02/2025,SABADELL,PELUQUERIA MAMA,-34,PELUQUERIA MAMA
17/02/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
17/02/2025,MSCI EMERGING MARKETS EUR (ACC),TRASPASOS,250,TRASPASOS
17/02/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
17/02/2025,MSCI WORLD USD (ACC),TRASPASOS,250,TRASPASOS
17/02/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
17/02/2025,CORE MSCI EUROPE EUR (ACC),TRASPASOS,250,TRASPASOS
17/02/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
17/02/2025,CORE S&P 500 USD (ACC),TRASPASOS,250,TRASPASOS
17/02/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
17/02/2025,NASDAQ 100 SWAP USD (ACC),TRASPASOS,250,TRASPASOS
20/02/2025,SABADELL,COMIDA,"-7,67",COMIDA
20/02/2025,SABADELL,TRASPASOS,-300,TRASPASOS
20/02/2025,CUENTA NO CUENTA,TRASPASOS,300,TRASPASOS
24/02/2025,SABADELL,LUZ,"-38,56",LUZ
24/02/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
24/02/2025,MSCI EMERGING MARKETS EUR (ACC),TRASPASOS,250,TRASPASOS
24/02/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
24/02/2025,MSCI WORLD USD (ACC),TRASPASOS,250,TRASPASOS
24/02/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
24/02/2025,CORE MSCI EUROPE EUR (ACC),TRASPASOS,250,TRASPASOS
24/02/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
24/02/2025,CORE S&P 500 USD (ACC),TRASPASOS,250,TRASPASOS
24/02/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
24/02/2025,NASDAQ 100 SWAP USD (ACC),TRASPASOS,250,TRASPASOS
24/02/2025,SABADELL,MEDICAMENTOS PAPA,"-13,66",MEDICAMENTOS PAPA
25/02/2025,SABADELL,PENSION,"2263,71",PENSION
25/02/2025,CAJA,MATERIAL HIGIENE,"-1,92",MATERIAL HIGIENE
25/02/2025,CAJA,MATERIAL HIGIENE,"-4,6",MATERIAL HIGIENE
25/02/2025,CAJA,LOTERIA,-16,LOTERIA
25/02/2025,CAJA,MEDICAMENTOS MAMA,"-56,79",MEDICAMENTOS MAMA
25/02/2025,CAJA,MEDICAMENTOS PAPA,"-10,9",MEDICAMENTOS PAPA
25/02/2025,CAJA,MEDICO MAMA,-210,MEDICO MAMA
25/02/2025,CAJA,COMIDA,"-299,79",COMIDA
01/03/2025,TRADE REPUBLIC,INTERESES,"95,54",INTERESES
01/03/2025,CUENTA NARANJA,INTERESES,"0,35",INTERESES
03/03/2025,SABADELL,COMUNIDAD,-30,COMUNIDAD
03/03/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
03/03/2025,MSCI EMERGING MARKETS EUR (ACC),TRASPASOS,250,TRASPASOS
03/03/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
03/03/2025,MSCI WORLD USD (ACC),TRASPASOS,250,TRASPASOS
03/03/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
03/03/2025,CORE MSCI EUROPE EUR (ACC),TRASPASOS,250,TRASPASOS
03/03/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
03/03/2025,CORE S&P 500 USD (ACC),TRASPASOS,250,TRASPASOS
03/03/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
03/03/2025,NASDAQ 100 SWAP USD (ACC),TRASPASOS,250,TRASPASOS
03/03/2025,SABADELL,COMIDA,"-28,08",COMIDA
03/03/2025,SABADELL,MATERIAL HIGIENE,"-3,45",MATERIAL HIGIENE
03/03/2025,SABADELL,COMIDA,"-12,79",COMIDA
05/03/2025,SABADELL,AGUA,"-5,28",AGUA
07/03/2025,SABADELL,MATERIAL HIGIENE,"-4,3",MATERIAL HIGIENE
07/03/2025,SABADELL,MATERIAL LIMPIEZA,"-7,95",MATERIAL LIMPIEZA
07/03/2025,SABADELL,COMIDA,"-26,35",COMIDA
10/03/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
10/03/2025,MSCI EMERGING MARKETS EUR (ACC),TRASPASOS,250,TRASPASOS
10/03/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
10/03/2025,MSCI WORLD USD (ACC),TRASPASOS,250,TRASPASOS
10/03/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
10/03/2025,CORE MSCI EUROPE EUR (ACC),TRASPASOS,250,TRASPASOS
10/03/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
10/03/2025,CORE S&P 500 USD (ACC),TRASPASOS,250,TRASPASOS
10/03/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
10/03/2025,NASDAQ 100 SWAP USD (ACC),TRASPASOS,250,TRASPASOS
10/03/2025,SABADELL,COMIDA,"-26,38",COMIDA
10/03/2025,SABADELL,GARAJE,60,GARAJE
12/03/2025,SABADELL,TELEFONO,-35,TELEFONO
12/03/2025,SABADELL,REGALOS,-50,REGALOS
12/03/2025,SABADELL,COMIDA,"-41,41",COMIDA
17/03/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
17/03/2025,MSCI EMERGING MARKETS EUR (ACC),TRASPASOS,250,TRASPASOS
17/03/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
17/03/2025,MSCI WORLD USD (ACC),TRASPASOS,250,TRASPASOS
17/03/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
17/03/2025,CORE MSCI EUROPE EUR (ACC),TRASPASOS,250,TRASPASOS
17/03/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
17/03/2025,CORE S&P 500 USD (ACC),TRASPASOS,250,TRASPASOS
17/03/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
17/03/2025,NASDAQ 100 SWAP USD (ACC),TRASPASOS,250,TRASPASOS
17/03/2025,SABADELL,MATERIAL HIGIENE,"-5,15",MATERIAL HIGIENE
17/03/2025,SABADELL,COMIDA,"-9,74",COMIDA
17/03/2025,SABADELL,COMIDA,"-15,1",COMIDA
18/03/2025,SABADELL,LUZ,"-30,56",LUZ
19/03/2025,SABADELL,MEDICAMENTOS MAMA,"-6,68",MEDICAMENTOS MAMA
19/03/2025,SABADELL,MEDICAMENTOS PAPA,"-1,33",MEDICAMENTOS PAPA
20/03/2025,SABADELL,GAS,"-22,05",GAS
21/03/2025,SABADELL,COMIDA,"-54,6",COMIDA
24/03/2025,SABADELL,REGALOS,-50,REGALOS
24/03/2025,SABADELL,TRASPASOS,-2000,TRASPASOS
24/03/2025,TRADE REPUBLIC,TRASPASOS,2000,TRASPASOS
24/03/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
24/03/2025,MSCI EMERGING MARKETS EUR (ACC),TRASPASOS,250,TRASPASOS
24/03/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
24/03/2025,MSCI WORLD USD (ACC),TRASPASOS,250,TRASPASOS
24/03/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
24/03/2025,CORE MSCI EUROPE EUR (ACC),TRASPASOS,250,TRASPASOS
24/03/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
24/03/2025,CORE S&P 500 USD (ACC),TRASPASOS,250,TRASPASOS
24/03/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
24/03/2025,NASDAQ 100 SWAP USD (ACC),TRASPASOS,250,TRASPASOS
24/03/2025,CAJA,REPARACIONES,-77,REPARACIONES
24/03/2025,CAJA,MATERIAL HIGIENE,"-1,35",MATERIAL HIGIENE
24/03/2025,CAJA,MEDICAMENTOS MAMA,"-45,3",MEDICAMENTOS MAMA
24/03/2025,CAJA,MEDICAMENTOS PAPA,"-4,24",MEDICAMENTOS PAPA
24/03/2025,CAJA,PELUQUERIA PAPA,-7,PELUQUERIA PAPA
24/03/2025,CAJA,LOTERIA,-5,LOTERIA
24/03/2025,CAJA,ENSERES,-2,ENSERES
24/03/2025,CAJA,COMIDA,"-158,11",COMIDA
25/03/2025,SABADELL,PENSION,"2263,71",PENSION
25/03/2025,SABADELL,TRASPASOS,-2000,TRASPASOS
25/03/2025,TRADE REPUBLIC,TRASPASOS,2000,TRASPASOS
25/03/2025,SABADELL,COMIDA,"-14,98",COMIDA
25/03/2025,SABADELL,COMIDA,"-11,22",COMIDA
26/03/2025,SABADELL,TRASPASOS,-2000,TRASPASOS
26/03/2025,TRADE REPUBLIC,TRASPASOS,2000,TRASPASOS
27/03/2025,SABADELL,TRASPASOS,-2000,TRASPASOS
27/03/2025,TRADE REPUBLIC,TRASPASOS,2000,TRASPASOS
27/03/2025,SABADELL,MATERIAL HIGIENE,"-1,35",MATERIAL HIGIENE
27/03/2025,SABADELL,COMIDA,"-34,71",COMIDA
30/03/2025,CUENTA NARANJA,TRASPASOS,"-0,35",TRASPASOS
30/03/2025,CUENTA NO CUENTA,TRASPASOS,"0,35",TRASPASOS
31/03/2025,CUENTA NO CUENTA,TRASPASOS,"-300,35",TRASPASOS
31/03/2025,SABADELL,TRASPASOS,"300,35",TRASPASOS
31/03/2025,SABADELL,PELUQUERIA MAMA,-24,PELUQUERIA MAMA
01/04/2025,TRADE REPUBLIC,INTERESES,"93,67",INTERESES
01/04/2025,SABADELL,COMUNIDAD,-30,COMUNIDAD
02/04/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
02/04/2025,MSCI EMERGING MARKETS EUR (ACC),TRASPASOS,250,TRASPASOS
02/04/2025,TRADE REPUBLIC,TRASPASOS,-250,TRASPASOS
02/04/2025,CORE MSCI EUROPE EUR (ACC),TRASPASOS,250,TRASPASOS
02/04/2025,SABADELL,MATERIAL HIGIENE,"-1,35",MATERIAL HIGIENE
02/04/2025,SABADELL,COMIDA,"-38,08",COMIDA
02/04/2025,SABADELL,TRASPASOS,-500,TRASPASOS
03/04/2025,CUENTA CIVISLEND,TRASPASOS,500,TRASPASOS
03/04/2025,SABADELL,AGUA,"-3,4",AGUA
03/04/2025,SABADELL,AGUA,"-56,47",AGUA
03/04/2025,SABADELL,GASTOS MAMA,"-6,25",CUOTA SOCIO MÚSICA
03/04/2025,SABADELL,GASTOS PAPA,"-6,25",CUOTA SOCIO MÚSICA
04/04/2025,SABADELL,COMIDA,"-14,5",COMIDA
05/04/2025,SABADELL,TRANSPORTE,-4,TRANSPORTE
06/04/2025,SABADELL,GARAJE,60,GARAJE
